mgra,TAZ,hh,pop,emp_self,emp_ag,emp_const_non_bldg_prod,emp_const_non_bldg_office,emp_utilities_prod,emp_utilities_office,emp_const_bldg_prod,emp_const_bldg_office,emp_mfg_prod,emp_mfg_office,emp_whsle_whs,emp_trans,emp_retail,emp_prof_bus_svcs,emp_prof_bus_svcs_bldg_maint,emp_pvt_ed_k12,emp_pvt_ed_post_k12_oth,emp_health,emp_personal_svcs_office,emp_amusement,emp_hotel,emp_restaurant_bar,emp_personal_svcs_retail,emp_religious,emp_pvt_hh,emp_state_local_gov_ent,emp_scrap_other,emp_fed_non_mil,emp_fed_mil,emp_state_local_gov_blue,emp_state_local_gov_white,emp_public_ed,emp_own_occ_dwell_mgmt,emp_fed_gov_accts,emp_st_lcl_gov_accts,emp_cap_accts,emp_total,collegeEnroll,otherCollegeEnroll,AdultSchEnrl,EnrollGradeKto8,EnrollGrade9to12,PrivateEnrollGradeKto8,ech_dist,hch_dist,parkarea,hstallsoth,hstallssam,hparkcost,numfreehrs,dstallsoth,dstallssam,dparkcost,mstallsoth,mstallssam,mparkcost,TotInt,DUDen,EmpDen,PopDen,RetEmpDen,IntDenBin,EmpDenBin,DuDenBin,POINT_X,POINT_Y,ACRES,HotelRoomTotal,mall_flag,beachAcres
358,2986,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,14,0,1,1,2,933095,582618,5,0,0,0
359,2986,94,343,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,5,20,0,1,1,2,932128,582556,11,0,0,0
360,2986,126,379,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,2,11,0,1,1,1,931722,584035,31,0,0,0
361,2986,222,610,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,1,1,1,933858,583466,37,46,0,0
362,2986,98,346,0,0,0,0,0,0,0,0,12,0,0,0,23,39,0,0,8,0,24,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3,8,1,1,1,1,931663,586058,33,0,0,0
363,2987,157,420,0,0,10,0,0,0,0,0,5,0,19,0,46,364,0,0,3,20,48,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,10,12,2,1,1,2,935111,587009,37,0,0,0
364,2987,247,655,0,0,0,0,0,0,0,0,11,0,42,0,47,63,0,0,6,12,57,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,7,15,1,1,1,2,935185,585945,34,0,0,0
365,2988,507,927,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,13,20,3,1,2,2,936249,586990,5,0,0,0
366,2988,0,0,0,0,13,0,0,0,0,0,0,0,19,0,32,50,0,0,0,7,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,14,20,3,1,2,2,936056,587142,5,0,0,0
367,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,7,16,1,1,1,2,935677,584911,7,0,0,0
368,2989,620,1034,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,9,15,2,1,1,2,935851,585779,8,0,0,0
369,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,9,4,18,1,1,1,2,935362,584310,0,0,0,0
370,2990,450,862,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,18,6,35,0,1,1,3,940594,584606,8,0,0,0
371,2990,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,48,0,0,0,3,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,14,6,27,0,1,1,3,939731,584889,26,0,0,0
372,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,0,0,0,3,647,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,14,7,27,0,1,1,3,940628,586156,40,0,0,0
373,2990,382,772,0,0,4,0,0,0,0,0,5,0,6,0,32,39,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,13,13,26,2,1,2,3,938846,586943,43,0,0,0
374,2990,894,1756,0,0,0,0,0,0,0,0,6,0,0,0,73,60,0,0,0,3,28,16,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,16,10,31,2,1,2,3,937150,585098,45,0,0,0
375,2990,172,355,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,20,12,38,3,1,2,3,937012,584516,17,0,0,0
376,2990,73,159,0,0,15,0,0,0,0,0,0,0,56,2,282,328,0,0,0,204,51,16,7,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,999,0,0,0,0,18,26,1,1,4,0,0,0,0,0,0,0,0,0,0,0,14,13,27,3,1,2,3,936965,586971,49,35,0,0
377,2990,650,1199,0,0,2,0,0,0,0,0,9,0,3,0,22,198,0,0,13,120,72,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,14,12,28,2,1,2,3,936666,585897,15,0,0,0
378,2990,1009,2013,0,0,19,0,0,0,0,0,0,0,6,123,0,50,0,0,3,0,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,13,11,26,1,1,2,3,939069,586011,22,0,0,0
379,2990,851,1597,0,0,0,0,0,0,0,0,12,0,0,0,13,62,0,0,3,1,15,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,11,15,23,3,1,2,3,939069,587759,56,0,0,0
380,2991,834,1656,0,0,0,0,0,0,0,0,0,0,9,6,0,47,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,16,4,32,1,1,1,3,940584,582726,36,0,0,0
381,2991,761,1496,0,0,147,0,0,0,0,0,4,0,27,0,0,67,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,12,4,23,1,1,1,3,940175,583514,55,0,0,0
382,2991,141,270,0,0,5,0,0,0,0,0,0,0,9,0,194,32,0,0,0,12,38,13,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,12,5,23,1,1,1,3,940807,581629,42,0,0,0
383,2992,128,237,0,0,0,0,0,0,0,0,7,0,3,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,5,21,1,1,1,3,939117,582438,30,0,0,0
384,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,5,21,1,1,1,3,939371,583049,15,0,0,0
385,2992,607,1355,0,0,22,0,0,0,0,0,7,0,6,6,23,174,0,0,20,45,54,0,19,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,3,7,1,1,1,1,938801,580481,46,0,0,0
386,2992,68,162,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,1,1,2,939289,581297,25,0,0,0
387,2993,414,808,0,0,5,0,0,0,0,0,0,0,1,0,11,96,0,0,1,12,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,1,1,1,936442,580347,40,0,0,0
388,2994,298,444,0,0,0,0,0,0,0,0,0,0,3,0,18,181,0,0,0,25,121,3,0,396,0,0,0,3,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,7,9,1,1,1,1,935840,581426,96,0,0,0
389,2995,138,443,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,6,21,0,1,1,2,933159,582117,11,0,0,0
390,2995,261,557,0,0,2,0,0,0,0,0,0,0,0,0,0,269,0,0,0,5,3,0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,6,19,1,1,1,2,932158,581873,31,0,0,0
391,2995,523,1145,0,0,17,0,0,0,0,0,0,0,6,3,17,74,0,0,0,24,101,2,14,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,277,0,0,0,0,0,15,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,6,16,1,1,1,2,933994,582219,32,0,0,0
392,2995,172,476,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,7,19,1,1,1,2,933180,581397,11,0,0,0
393,2995,278,629,0,0,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,8,20,1,1,1,2,932761,580958,17,0,0,0
394,2995,108,354,0,0,5,0,0,0,0,0,0,0,9,0,8,11,0,0,0,19,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,7,20,1,1,1,2,931860,580993,11,0,0,0
395,2996,302,649,0,0,22,0,0,0,0,0,13,0,11,17,58,117,0,0,5,28,62,20,0,38,0,0,0,5,0,0,0,0,0,12,0,0,0,0,407,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,9,20,1,1,1,2,932558,580171,43,0,0,0
396,2997,166,287,0,0,25,0,0,0,0,0,0,0,20,0,139,129,0,0,0,37,14,59,0,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,6,16,1,1,1,2,934407,581436,66,0,0,0
397,2998,127,333,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,8,16,1,1,1,2,929732,580447,6,0,0,0
398,2998,224,596,0,0,16,0,0,0,0,0,14,0,9,0,100,243,0,0,8,101,59,11,0,47,0,0,0,2,0,0,0,0,0,21,0,0,0,0,632,328,0,0,0,50,21,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,9,15,1,1,1,2,930643,580032,36,0,0,0
399,2999,7,18,0,0,445,0,0,0,0,0,8,0,11,0,435,186,0,0,0,76,105,20,0,131,0,0,0,13,0,0,0,0,0,18,0,0,0,0,1448,0,0,0,0,32,26,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,7,12,1,1,1,1,928254,580168,81,0,1,0
400,3000,97,250,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,2,13,0,1,1,1,927454,582756,37,0,0,0
401,3000,271,631,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,5,13,1,1,1,1,928470,581946,12,0,0,0
402,3000,275,631,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,289,0,0,0,0,2451,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,5,14,1,1,1,2,927546,581471,41,0,0,0
403,3000,216,489,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,7,13,1,1,1,1,928552,581196,11,0,0,0
404,3000,251,613,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,9,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,7,15,1,1,1,2,929143,581220,9,0,0,0
405,3001,129,301,0,0,0,0,0,0,0,0,5,0,6,38,0,32,0,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,5,21,0,1,1,2,930761,581871,26,0,0,0
406,3001,82,195,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,7,16,1,1,1,2,929668,581580,35,0,0,0
407,3001,400,869,0,0,0,0,0,0,0,0,0,0,0,0,2,391,0,0,58,115,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,4284,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,6,23,0,1,1,2,930922,580987,30,0,0,0
408,3002,134,454,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,12,1,1,1,1,930709,584306,40,0,0,0
409,3002,332,1029,0,0,0,0,0,0,0,0,11,0,3,0,0,51,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,4,18,0,1,1,2,930772,582982,41,0,0,0
410,3002,181,578,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,3,16,0,1,1,2,929456,582912,40,0,0,0
411,3002,27,124,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,226,0,0,0,730,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,12,1,1,1,1,929390,584400,49,0,0,0
412,3002,109,397,0,0,30,0,0,0,0,0,5,0,20,0,348,272,0,0,2,32,102,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,5,17,1,1,1,2,929713,586194,67,0,0,0
413,3002,132,479,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,68,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,12,1,1,1,1,930644,585620,40,0,0,0
414,3003,52,203,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,2,14,0,1,1,1,928403,582986,22,0,0,0
415,3003,172,442,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,2,14,0,1,1,2,927267,584763,61,0,0,0
416,3003,97,253,0,0,10,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,12,1,1,1,1,928425,584185,20,0,0,0
417,3003,379,970,0,0,5,0,0,0,0,0,0,0,11,0,38,104,0,0,0,185,13,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,3,12,1,1,1,1,927447,586076,40,0,0,0
418,3003,79,279,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,1,14,0,1,1,2,926288,586138,23,0,0,0
419,3003,93,277,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,4,16,1,1,1,2,928374,585506,20,0,0,0
420,3004,490,957,0,0,8,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,3,17,1,1,1,2,928686,587921,58,0,0,0
421,3004,845,1715,0,0,2,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,3,14,1,1,1,2,929739,588338,31,0,0,0
422,3004,454,919,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,3,18,1,1,1,2,928351,586974,22,0,0,0
423,3004,232,518,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,9,2,20,0,1,1,2,925993,587804,146,0,0,0
424,3004,639,1216,0,0,2,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,86,0,0,0,0,133,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,2,16,0,1,1,2,926646,586802,23,0,0,0
425,3004,512,1028,0,0,0,0,0,0,0,0,1,0,1,2,1,28,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,4,17,1,1,1,2,930037,587343,20,0,0,0
426,3005,218,541,0,0,0,0,0,0,0,0,12,0,0,0,4,33,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,2,12,0,1,1,1,928426,590133,205,0,0,0
427,3005,497,1338,0,0,13,0,0,0,0,0,0,0,0,2,3,32,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,1,15,0,1,1,2,927937,588962,28,0,0,0
428,3006,413,929,0,0,61,0,0,0,0,0,100,0,103,6,38,80,0,0,3,29,58,2,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,11,0,1,1,2,922662,589525,222,0,0,0
429,3006,717,1566,0,0,0,0,0,0,0,0,0,0,14,6,1,50,0,0,0,21,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,1,15,0,1,1,2,925666,589898,35,0,0,0
430,3007,1006,2027,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,1,1,1,920463,589368,66,0,0,0
431,3007,439,975,0,0,226,0,0,0,0,0,169,0,438,162,48,70,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,1,1,1,921178,587429,109,0,0,0
432,3007,0,0,0,0,126,0,0,0,0,0,68,0,97,130,36,38,0,0,0,0,19,2,0,19,0,0,0,54,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,1,1,1,922012,586701,74,0,0,0
433,3008,92,319,0,10,8,0,0,0,0,0,111,0,15,8,9,51,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,1,1,1,923580,586093,118,0,0,0
434,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,2,11,0,1,1,1,925215,586449,3,0,0,0
435,3009,165,609,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,2,13,0,1,1,1,925649,584984,50,0,0,0
436,3009,118,477,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,12,0,1,1,1,924139,583641,40,0,0,0
437,3009,114,494,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,1,1,1,924454,584655,30,0,0,0
438,3009,227,728,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,13,0,1,1,1,926309,583912,41,0,0,0
439,3009,135,518,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,1,1,1,923373,584597,37,0,0,0
440,3010,103,370,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,1,1,1,924433,582720,25,0,0,0
441,3010,200,682,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,12,77,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,5,14,1,1,1,1,924028,581616,44,0,0,0
442,3010,98,382,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,2,14,0,1,1,1,926225,582833,35,0,0,0
443,3010,45,239,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,116,0,0,0,725,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,3,15,0,1,1,1,923504,582634,32,0,0,0
444,3010,182,613,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,13,1,1,1,1,925184,582525,25,0,0,0
445,3010,99,360,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,15,1,1,1,2,926130,581872,26,0,0,0
