"MAZ","TAZ","PUMA","REGION"
1,2901,4003,26
2,2902,4003,26
3,2903,4012,35
4,2903,4012,35
5,2903,4012,35
6,2903,4012,35
7,2903,4012,35
8,2904,4003,26
9,2904,4003,26
10,2905,4003,26
11,2905,4003,26
12,2906,4003,26
13,2906,4003,26
14,2906,4003,26
15,2907,4003,26
16,2907,4003,26
17,2908,4003,26
18,2909,4003,26
19,2910,4003,26
20,2910,4003,26
21,2910,4003,26
22,2910,4003,26
23,2910,4003,26
24,2910,4003,26
25,2910,4003,26
26,2910,4003,26
27,2910,4003,26
28,2911,4003,26
29,2911,4003,26
30,2911,4003,26
31,2911,4003,26
32,2912,4003,26
33,2912,4003,26
34,2913,4003,26
35,2913,4003,26
36,2913,4003,26
37,2914,4003,26
38,2914,4003,26
39,2914,4003,26
40,2914,4003,26
41,2914,4003,26
42,2914,4003,26
43,2914,4003,26
44,2915,4003,26
45,2915,4003,26
46,2915,4003,26
47,2915,4003,26
48,2916,4003,26
49,2916,4003,26
50,2916,4003,26
51,2917,4003,26
52,2917,4003,26
53,2917,4003,26
54,2917,4003,26
55,2917,4003,26
56,2917,4003,26
57,2917,4003,26
58,2917,4003,26
59,2917,4003,26
60,2917,4003,26
61,2918,4003,26
62,2918,4003,26
63,2918,4003,26
64,2918,4003,26
65,2918,4003,26
66,2918,4003,26
67,2918,4003,26
68,2918,4003,26
69,2919,4003,26
70,2919,4003,26
71,2919,4003,26
72,2919,4003,26
73,2919,4003,26
74,2920,4003,26
75,2920,4003,26
76,2920,4003,26
77,2920,4003,26
78,2921,4003,26
79,2921,4003,26
80,2921,4003,26
81,2921,4003,26
82,2922,4003,26
83,2922,4003,26
84,2923,4003,26
85,2923,4003,26
86,2923,4003,26
87,2924,4003,26
88,2924,4003,26
89,2924,4003,26
90,2924,4003,26
91,2924,4003,26
92,2924,4003,26
93,2924,4003,26
94,2925,4003,26
95,2925,4003,26
96,2925,4003,26
97,2925,4003,26
98,2926,4003,26
99,2926,4003,26
100,2926,4003,26
101,2926,4003,26
102,2926,4003,26
103,2926,4003,26
104,2926,4003,26
105,2926,4003,26
106,2926,4003,26
107,2926,4003,26
108,2927,4003,26
109,2927,4003,26
110,2927,4003,26
111,2927,4003,26
112,2927,4003,26
113,2927,4003,26
114,2927,4003,26
115,2927,4003,26
116,2928,4003,26
117,2928,4003,26
118,2928,4003,26
119,2928,4003,26
120,2928,4003,26
121,2929,4003,26
122,2929,4003,26
123,2929,4003,26
124,2930,4003,26
125,2930,4003,26
126,2930,4003,26
127,2930,4003,26
128,2931,4003,26
129,2931,4003,26
130,2931,4003,26
131,2931,4003,26
132,2932,4003,26
133,2932,4003,26
134,2932,4003,26
135,2933,4003,26
136,2933,4003,26
137,2933,4003,26
138,2933,4003,26
139,2933,4003,26
140,2934,4003,26
141,2934,4003,26
142,2934,4003,26
143,2935,4003,26
144,2935,4003,26
145,2935,4003,26
146,2935,4003,26
147,2935,4003,26
148,2935,4003,26
149,2936,4003,26
150,2937,4003,26
151,2937,4003,26
152,2938,4002,25
153,2938,4002,25
154,2938,4002,25
155,2938,4002,25
156,2939,4002,25
157,2939,4002,25
158,2939,4002,25
159,2939,4002,25
160,2940,4002,25
161,2940,4002,25
162,2940,4002,25
163,2940,4002,25
164,2941,4002,25
165,2941,4002,25
166,2941,4002,25
167,2941,4002,25
168,2942,4002,25
169,2942,4002,25
170,2942,4002,25
171,2943,4002,25
172,2943,4002,25
173,2943,4002,25
174,2944,4002,25
175,2944,4002,25
176,2944,4002,25
177,2944,4002,25
178,2945,4002,25
179,2945,4002,25
180,2945,4002,25
181,2945,4002,25
182,2945,4002,25
183,2945,4002,25
184,2945,4002,25
185,2945,4002,25
186,2946,4002,25
187,2946,4002,25
188,2946,4002,25
189,2947,4002,25
190,2948,4002,25
191,2948,4002,25
192,2948,4002,25
193,2948,4002,25
194,2949,4002,25
195,2949,4002,25
196,2949,4002,25
197,2949,4002,25
198,2949,4002,25
199,2949,4002,25
200,2949,4002,25
201,2949,4002,25
202,2950,4002,25
203,2950,4002,25
204,2950,4002,25
205,2951,4002,25
206,2951,4002,25
207,2951,4002,25
208,2951,4002,25
209,2951,4002,25
210,2951,4002,25
211,2951,4002,25
212,2951,4002,25
213,2951,4002,25
214,2951,4002,25
215,2952,4002,25
216,2952,4002,25
217,2952,4002,25
218,2952,4002,25
219,2952,4002,25
220,2952,4002,25
221,2952,4002,25
222,2953,4002,25
223,2953,4002,25
224,2954,4002,25
225,2954,4002,25
226,2954,4002,25
227,2954,4002,25
228,2955,4002,25
229,2955,4002,25
230,2956,4002,25
231,2956,4002,25
232,2956,4002,25
233,2956,4002,25
234,2956,4002,25
235,2956,4002,25
236,2956,4002,25
237,2957,4002,25
238,2957,4002,25
239,2957,4002,25
240,2957,4002,25
241,2957,4002,25
242,2957,4002,25
243,2958,4001,24
244,2958,4001,24
245,2958,4001,24
246,2958,4001,24
247,2959,4001,24
248,2959,4001,24
249,2959,4001,24
250,2960,4001,24
251,2960,4001,24
252,2960,4001,24
253,2960,4001,24
254,2960,4001,24
255,2960,4001,24
256,2960,4001,24
257,2961,4001,24
258,2961,4001,24
259,2961,4001,24
260,2961,4001,24
261,2961,4001,24
262,2961,4001,24
263,2962,4001,24
264,2962,4001,24
265,2962,4001,24
266,2963,4001,24
267,2963,4001,24
268,2963,4001,24
269,2963,4001,24
270,2963,4001,24
271,2963,4001,24
272,2964,4001,24
273,2964,4001,24
274,2964,4001,24
275,2965,4001,24
276,2965,4001,24
277,2966,4001,24
278,2966,4001,24
279,2966,4001,24
280,2966,4001,24
281,2966,4001,24
282,2966,4001,24
283,2966,4001,24
284,2966,4001,24
285,2967,4001,24
286,2967,4001,24
287,2967,4001,24
288,2967,4001,24
289,2967,4001,24
290,2967,4001,24
291,2968,4001,24
292,2968,4001,24
293,2968,4001,24
294,2968,4001,24
295,2969,4001,24
296,2969,4001,24
297,2970,4001,24
298,2970,4001,24
299,2971,4001,24
300,2971,4001,24
301,2972,4001,24
302,2972,4001,24
303,2972,4001,24
304,2973,4001,24
305,2973,4001,24
306,2973,4001,24
307,2973,4001,24
308,2973,4001,24
309,2973,4001,24
310,2973,4001,24
311,2973,4001,24
312,2974,4001,24
313,2974,4001,24
314,2974,4001,24
315,2974,4001,24
316,2974,4001,24
317,2974,4001,24
318,2974,4001,24
319,2974,4001,24
320,2974,4001,24
321,2974,4001,24
322,2975,4001,24
323,2975,4001,24
324,2975,4001,24
325,2976,4001,24
326,2976,4001,24
327,2976,4001,24
328,2976,4001,24
329,2976,4001,24
330,2977,4001,24
331,2977,4001,24
332,2977,4001,24
333,2977,4001,24
334,2977,4001,24
335,2977,4001,24
336,2978,4001,24
337,2978,4001,24
338,2979,4001,24
339,2980,4001,24
340,2980,4001,24
341,2980,4001,24
342,2981,4001,24
343,2981,4001,24
344,2982,4001,24
345,2982,4001,24
346,2983,4001,24
347,2984,4001,24
348,2984,4001,24
349,2984,4001,24
350,2984,4001,24
351,2985,4001,24
352,2985,4001,24
353,2985,4001,24
354,2985,4001,24
355,2986,4001,24
356,2986,4001,24
357,2986,4001,24
358,2986,4001,24
359,2986,4001,24
360,2986,4001,24
361,2986,4001,24
362,2986,4001,24
363,2987,4001,24
364,2987,4001,24
365,2988,4001,24
366,2988,4001,24
367,2989,4001,24
368,2989,4001,24
369,2989,4001,24
370,2990,4001,24
371,2990,4001,24
372,2990,4001,24
373,2990,4001,24
374,2990,4001,24
375,2990,4001,24
376,2990,4001,24
377,2990,4001,24
378,2990,4001,24
379,2990,4001,24
380,2991,4001,24
381,2991,4001,24
382,2991,4001,24
383,2992,4001,24
384,2992,4001,24
385,2992,4001,24
386,2992,4001,24
387,2993,4001,24
388,2994,4001,24
389,2995,4001,24
390,2995,4001,24
391,2995,4001,24
392,2995,4001,24
393,2995,4001,24
394,2995,4001,24
395,2996,4007,30
396,2997,4001,24
397,2998,4007,30
398,2998,4007,30
399,2999,4007,30
400,3000,4007,30
401,3000,4007,30
402,3000,4007,30
403,3000,4007,30
404,3000,4007,30
405,3001,4001,24
406,3001,4001,24
407,3001,4001,24
408,3002,4001,24
409,3002,4001,24
410,3002,4001,24
411,3002,4001,24
412,3002,4001,24
413,3002,4001,24
414,3003,4001,24
415,3003,4001,24
416,3003,4001,24
417,3003,4001,24
418,3003,4001,24
419,3003,4001,24
420,3004,4001,24
421,3004,4001,24
422,3004,4001,24
423,3004,4001,24
424,3004,4001,24
425,3004,4001,24
426,3005,4001,24
427,3005,4001,24
428,3006,4001,24
429,3006,4001,24
430,3007,4001,24
431,3007,4001,24
432,3007,4001,24
433,3008,4007,30
434,3008,4007,30
435,3009,4007,30
436,3009,4007,30
437,3009,4007,30
438,3009,4007,30
439,3009,4007,30
440,3010,4007,30
441,3010,4007,30
442,3010,4007,30
443,3010,4007,30
444,3010,4007,30
445,3010,4007,30
446,3011,4007,30
447,3011,4007,30
448,3011,4007,30
449,3012,4007,30
450,3012,4007,30
451,3012,4007,30
452,3012,4007,30
453,3012,4007,30
454,3012,4007,30
455,3012,4007,30
456,3012,4007,30
457,3012,4007,30
458,3013,4007,30
459,3013,4007,30
460,3013,4007,30
461,3013,4007,30
462,3013,4007,30
463,3014,4007,30
464,3014,4007,30
465,3015,4002,25
466,3015,4002,25
467,3015,4002,25
468,3015,4002,25
469,3016,4002,25
470,3016,4002,25
471,3016,4002,25
472,3017,4002,25
473,3017,4002,25
474,3017,4002,25
475,3017,4002,25
476,3018,4002,25
477,3018,4002,25
478,3018,4002,25
479,3018,4002,25
480,3019,4001,24
481,3019,4001,24
482,3019,4001,24
483,3019,4001,24
484,3020,4001,24
485,3020,4001,24
486,3020,4001,24
487,3020,4001,24
488,3021,4002,25
489,3021,4002,25
490,3021,4002,25
491,3021,4002,25
492,3021,4002,25
493,3022,4002,25
494,3022,4002,25
495,3022,4002,25
496,3022,4002,25
497,3023,4002,25
498,3023,4002,25
499,3023,4002,25
500,3023,4002,25
501,3024,4002,25
502,3024,4002,25
503,3024,4002,25
504,3025,4002,25
505,3025,4002,25
506,3026,4002,25
507,3026,4002,25
508,3026,4002,25
509,3026,4002,25
510,3026,4002,25
511,3026,4002,25
512,3027,4002,25
513,3027,4002,25
514,3028,4002,25
515,3028,4002,25
516,3028,4002,25
517,3028,4002,25
518,3028,4002,25
519,3029,4002,25
520,3029,4002,25
521,3029,4002,25
522,3029,4002,25
523,3029,4002,25
524,3029,4002,25
525,3030,4002,25
526,3030,4002,25
527,3031,4002,25
528,3031,4002,25
529,3031,4002,25
530,3032,4002,25
531,3032,4002,25
532,3032,4002,25
533,3033,4002,25
534,3033,4002,25
535,3033,4002,25
536,3034,4002,25
537,3035,4002,25
538,3035,4002,25
539,3035,4002,25
540,3036,4002,25
541,3037,4002,25
542,3037,4002,25
543,3037,4002,25
544,3037,4002,25
545,3038,4002,25
546,3038,4002,25
547,3038,4002,25
548,3039,4002,25
549,3040,4002,25
550,3040,4002,25
551,3040,4002,25
552,3040,4002,25
553,3040,4002,25
554,3041,4002,25
555,3041,4002,25
556,3041,4002,25
557,3042,4002,25
558,3042,4002,25
559,3042,4002,25
560,3043,4002,25
561,3043,4002,25
562,3044,4002,25
563,3044,4002,25
564,3044,4002,25
565,3045,4002,25
566,3045,4002,25
567,3045,4002,25
568,3045,4002,25
569,3046,4002,25
570,3046,4002,25
571,3046,4002,25
572,3046,4002,25
573,3046,4002,25
574,3047,4002,25
575,3047,4002,25
576,3047,4002,25
577,3047,4002,25
578,3048,4002,25
579,3048,4002,25
580,3048,4002,25
581,3049,4002,25
582,3049,4002,25
583,3049,4002,25
584,3049,4002,25
585,3050,4002,25
586,3050,4002,25
587,3050,4002,25
588,3050,4002,25
589,3051,4002,25
590,3051,4002,25
591,3051,4002,25
592,3051,4002,25
593,3052,4002,25
594,3052,4002,25
595,3052,4002,25
596,3052,4002,25
597,3053,4003,26
598,3053,4003,26
599,3053,4003,26
600,3053,4003,26
601,3053,4003,26
602,3054,4003,26
603,3054,4003,26
604,3054,4003,26
605,3055,4003,26
606,3055,4003,26
607,3055,4003,26
608,3055,4003,26
609,3055,4003,26
610,3056,4003,26
611,3057,4003,26
612,3058,4003,26
613,3058,4003,26
614,3058,4003,26
615,3058,4003,26
616,3059,4003,26
617,3059,4003,26
618,3059,4003,26
619,3059,4003,26
620,3059,4003,26
621,3059,4003,26
622,3060,4003,26
623,3060,4003,26
624,3060,4003,26
625,3060,4003,26
626,3060,4003,26
627,3060,4003,26
628,3061,4003,26
629,3061,4003,26
630,3062,4003,26
631,3063,4003,26
632,3063,4003,26
633,3063,4003,26
634,3064,4003,26
635,3064,4003,26
636,3065,4006,29
637,3065,4006,29
638,3065,4006,29
639,3065,4006,29
640,3065,4006,29
641,3065,4006,29
642,3065,4006,29
643,3066,4003,26
644,3066,4003,26
645,3067,4003,26
646,3067,4003,26
647,3067,4003,26
648,3067,4003,26
649,3067,4003,26
650,3067,4003,26
651,3068,4006,29
652,3068,4006,29
653,3068,4006,29
654,3068,4006,29
655,3068,4006,29
656,3068,4006,29
657,3069,4006,29
658,3069,4006,29
659,3069,4006,29
660,3069,4006,29
661,3070,4006,29
662,3070,4006,29
663,3071,4006,29
664,3071,4006,29
665,3071,4006,29
666,3072,4006,29
667,3073,4006,29
668,3074,4006,29
669,3074,4006,29
670,3075,4007,30
671,3075,4007,30
672,3075,4007,30
673,3075,4007,30
674,3076,4007,30
675,3076,4007,30
676,3076,4007,30
677,3076,4007,30
678,3077,4007,30
679,3077,4007,30
680,3077,4007,30
681,3077,4007,30
682,3077,4007,30
683,3077,4007,30
684,3077,4007,30
685,3077,4007,30
686,3077,4007,30
687,3078,4007,30
688,3078,4007,30
689,3078,4007,30
690,3078,4007,30
691,3079,4007,30
692,3079,4007,30
693,3080,4007,30
694,3080,4007,30
695,3080,4007,30
696,3080,4007,30
697,3080,4007,30
698,3080,4007,30
699,3081,4007,30
700,3081,4007,30
701,3081,4007,30
702,3081,4007,30
703,3081,4007,30
704,3082,4007,30
705,3082,4007,30
706,3083,4003,26
707,3083,4003,26
708,3083,4003,26
709,3083,4003,26
710,3084,4007,30
711,3084,4007,30
712,3085,4007,30
713,3085,4007,30
714,3085,4007,30
715,3086,4007,30
716,3086,4007,30
717,3087,4007,30
718,3088,4007,30
719,3088,4007,30
720,3089,4007,30
721,3090,4007,30
722,3090,4007,30
723,3090,4007,30
724,3090,4007,30
725,3091,4007,30
726,3091,4007,30
727,3091,4007,30
728,3092,4007,30
729,3093,4007,30
730,3093,4007,30
731,3093,4007,30
732,3093,4007,30
733,3094,4007,30
734,3095,4007,30
735,3095,4007,30
736,3095,4007,30
737,3095,4007,30
738,3095,4007,30
739,3095,4007,30
740,3096,4007,30
741,3096,4007,30
742,3096,4007,30
743,3097,4007,30
744,3097,4007,30
745,3097,4007,30
746,3097,4007,30
747,3097,4007,30
748,3098,4007,30
749,3098,4007,30
750,3098,4007,30
751,3098,4007,30
752,3099,4007,30
753,3100,4007,30
754,3100,4007,30
755,3101,4007,30
756,3102,4007,30
757,3102,4007,30
758,3102,4007,30
759,3103,4007,30
760,3103,4007,30
761,3103,4007,30
762,3103,4007,30
763,3104,4007,30
764,3104,4007,30
765,3104,4007,30
766,3105,4007,30
767,3105,4007,30
768,3105,4007,30
769,3105,4007,30
770,3106,4007,30
771,3106,4007,30
772,3107,4007,30
773,3107,4007,30
774,3107,4007,30
775,3107,4007,30
776,3107,4007,30
777,3107,4007,30
778,3108,4007,30
779,3108,4007,30
780,3108,4007,30
781,3108,4007,30
782,3108,4007,30
783,3109,4007,30
784,3109,4007,30
785,3109,4007,30
786,3109,4007,30
787,3110,4007,30
788,3110,4007,30
789,3110,4007,30
790,3110,4007,30
791,3111,4008,31
792,3111,4008,31
793,3111,4008,31
794,3111,4008,31
795,3111,4008,31
796,3112,4008,31
797,3112,4008,31
798,3112,4008,31
799,3112,4008,31
800,3112,4008,31
801,3113,4007,30
802,3114,4007,30
803,3114,4007,30
804,3114,4007,30
805,3114,4007,30
806,3114,4007,30
807,3114,4007,30
808,3115,4007,30
809,3115,4007,30
810,3115,4007,30
811,3115,4007,30
812,3116,4007,30
813,3116,4007,30
814,3116,4007,30
815,3116,4007,30
816,3117,4007,30
817,3117,4007,30
818,3117,4007,30
819,3118,4007,30
820,3118,4007,30
821,3118,4007,30
822,3118,4007,30
823,3118,4007,30
824,3118,4007,30
825,3118,4007,30
826,3118,4007,30
827,3118,4007,30
828,3118,4007,30
829,3119,4007,30
830,3119,4007,30
831,3119,4007,30
832,3119,4007,30
833,3119,4007,30
834,3119,4007,30
835,3120,4007,30
836,3120,4007,30
837,3120,4007,30
838,3121,4007,30
839,3121,4007,30
840,3121,4007,30
841,3122,4007,30
842,3123,4006,29
843,3123,4006,29
844,3123,4006,29
845,3123,4006,29
846,3124,4006,29
847,3125,4007,30
848,3125,4007,30
849,3126,4007,30
850,3126,4007,30
851,3127,4007,30
852,3127,4007,30
853,3127,4007,30
854,3128,4007,30
855,3128,4007,30
856,3128,4007,30
857,3129,4006,29
858,3130,4006,29
859,3130,4006,29
860,3131,4007,30
861,3131,4007,30
862,3132,4007,30
863,3132,4007,30
864,3132,4007,30
865,3132,4007,30
866,3133,4008,31
867,3134,4008,31
868,3134,4008,31
869,3135,4006,29
870,3136,4006,29
871,3136,4006,29
872,3136,4006,29
873,3136,4006,29
874,3137,4008,31
875,3137,4008,31
876,3138,4008,31
877,3138,4008,31
878,3139,4008,31
879,3139,4008,31
880,3140,4008,31
881,3140,4008,31
882,3140,4008,31
883,3140,4008,31
884,3140,4008,31
885,3141,4006,29
886,3142,4006,29
887,3142,4006,29
888,3142,4006,29
889,3143,4006,29
890,3143,4006,29
891,3144,4006,29
892,3144,4006,29
893,3144,4006,29
894,3144,4006,29
895,3145,4006,29
896,3145,4006,29
897,3145,4006,29
898,3145,4006,29
899,3146,4006,29
900,3146,4006,29
901,3146,4006,29
902,3146,4006,29
903,3147,4006,29
904,3147,4006,29
905,3147,4006,29
906,3147,4006,29
907,3147,4006,29
908,3148,4006,29
909,3148,4006,29
910,3148,4006,29
911,3148,4006,29
912,3149,4006,29
913,3149,4006,29
914,3149,4006,29
915,3150,4006,29
916,3150,4006,29
917,3150,4006,29
918,3150,4006,29
919,3150,4006,29
920,3150,4006,29
921,3150,4006,29
922,3150,4006,29
923,3151,4006,29
924,3151,4006,29
925,3151,4006,29
926,3151,4006,29
927,3152,4006,29
928,3152,4006,29
929,3152,4006,29
930,3152,4006,29
931,3153,4006,29
932,3153,4006,29
933,3154,4006,29
934,3154,4006,29
935,3155,4006,29
936,3155,4006,29
937,3155,4006,29
938,3155,4006,29
939,3155,4006,29
940,3155,4006,29
941,3156,4006,29
942,3156,4006,29
943,3156,4006,29
944,3157,4006,29
945,3157,4006,29
946,3157,4006,29
947,3157,4006,29
948,3158,4006,29
949,3158,4006,29
950,3158,4006,29
951,3158,4006,29
952,3158,4006,29
953,3159,4006,29
954,3159,4006,29
955,3159,4006,29
956,3160,4006,29
957,3160,4006,29
958,3161,4006,29
959,3161,4006,29
960,3161,4006,29
961,3162,4006,29
962,3162,4006,29
963,3162,4006,29
964,3162,4006,29
965,3162,4006,29
966,3162,4006,29
967,3163,4006,29
968,3163,4006,29
969,3163,4006,29
970,3163,4006,29
971,3164,4006,29
972,3164,4006,29
973,3164,4006,29
974,3164,4006,29
975,3164,4006,29
976,3165,4006,29
977,3165,4006,29
978,3165,4006,29
979,3165,4006,29
980,3165,4006,29
981,3166,4006,29
982,3166,4006,29
983,3166,4006,29
984,3167,4006,29
985,3167,4006,29
986,3168,4006,29
987,3168,4006,29
988,3169,4006,29
989,3170,4006,29
990,3170,4006,29
991,3170,4006,29
992,3171,4006,29
993,3172,4006,29
994,3172,4006,29
995,3172,4006,29
996,3172,4006,29
997,3173,4006,29
998,3173,4006,29
999,3174,4006,29
1000,3175,4006,29
1001,3175,4006,29
1002,3175,4006,29
1003,3176,4006,29
1004,3176,4006,29
1005,3177,4006,29
1006,3177,4006,29
1007,3177,4006,29
1008,3177,4006,29
1009,3178,4006,29
1010,3178,4006,29
1011,3179,4005,28
1012,3180,4005,28
1013,3181,4005,28
1014,3181,4005,28
1015,3181,4005,28
1016,3181,4005,28
1017,3181,4005,28
1018,3181,4005,28
1019,3181,4005,28
1020,3181,4005,28
1021,3182,4005,28
1022,3182,4005,28
1023,3182,4005,28
1024,3182,4005,28
1025,3183,4005,28
1026,3183,4005,28
1027,3183,4005,28
1028,3183,4005,28
1029,3184,4005,28
1030,3184,4005,28
1031,3185,4005,28
1032,3186,4005,28
1033,3186,4005,28
1034,3186,4005,28
1035,3186,4005,28
1036,3186,4005,28
1037,3186,4005,28
1038,3186,4005,28
1039,3186,4005,28
1040,3187,4006,29
1041,3187,4006,29
1042,3187,4006,29
1043,3187,4006,29
1044,3187,4006,29
1045,3187,4006,29
1046,3187,4006,29
1047,3187,4006,29
1048,3187,4006,29
1049,3188,4004,27
1050,3188,4004,27
1051,3189,4004,27
1052,3189,4004,27
1053,3189,4004,27
1054,3190,4004,27
1055,3190,4004,27
1056,3190,4004,27
1057,3190,4004,27
1058,3191,4004,27
1059,3191,4004,27
1060,3191,4004,27
1061,3191,4004,27
1062,3191,4004,27
1063,3191,4004,27
1064,3192,4004,27
1065,3192,4004,27
1066,3192,4004,27
1067,3192,4004,27
1068,3192,4004,27
1069,3193,4004,27
1070,3193,4004,27
1071,3193,4004,27
1072,3194,4004,27
1073,3194,4004,27
1074,3194,4004,27
1075,3194,4004,27
1076,3195,4004,27
1077,3196,4004,27
1078,3197,4004,27
1079,3197,4004,27
1080,3197,4004,27
1081,3197,4004,27
1082,3198,4004,27
1083,3198,4004,27
1084,3199,4004,27
1085,3199,4004,27
1086,3199,4004,27
1087,3199,4004,27
1088,3199,4004,27
1089,3199,4004,27
1090,3200,4004,27
1091,3200,4004,27
1092,3200,4004,27
1093,3200,4004,27
1094,3200,4004,27
1095,3201,4004,27
1096,3201,4004,27
1097,3201,4004,27
1098,3201,4004,27
1099,3201,4004,27
1100,3202,4004,27
1101,3202,4004,27
1102,3202,4004,27
1103,3203,4004,27
1104,3203,4004,27
1105,3203,4004,27
1106,3204,4004,27
1107,3204,4004,27
1108,3204,4004,27
1109,3204,4004,27
1110,3205,4004,27
1111,3205,4004,27
1112,3205,4004,27
1113,3205,4004,27
1114,3205,4004,27
1115,3205,4004,27
1116,3205,4004,27
1117,3205,4004,27
1118,3206,4004,27
1119,3207,4004,27
1120,3207,4004,27
1121,3207,4004,27
1122,3207,4004,27
1123,3207,4004,27
1124,3207,4004,27
1125,3208,4004,27
1126,3208,4004,27
1127,3208,4004,27
1128,3209,4004,27
1129,3209,4004,27
1130,3209,4004,27
1131,3209,4004,27
1132,3210,4004,27
1133,3210,4004,27
1134,3210,4004,27
1135,3210,4004,27
1136,3210,4004,27
1137,3210,4004,27
1138,3210,4004,27
1139,3210,4004,27
1140,3211,4004,27
1141,3211,4004,27
1142,3211,4004,27
1143,3211,4004,27
1144,3211,4004,27
1145,3211,4004,27
1146,3211,4004,27
1147,3211,4004,27
1148,3212,4004,27
1149,3212,4004,27
1150,3212,4004,27
1151,3212,4004,27
1152,3212,4004,27
1153,3213,4004,27
1154,3213,4004,27
1155,3214,4003,26
1156,3214,4003,26
1157,3214,4003,26
1158,3214,4003,26
1159,3214,4003,26
1160,3214,4003,26
1161,3214,4003,26
1162,3215,4003,26
1163,3215,4003,26
1164,3216,4003,26
1165,3216,4003,26
1166,3216,4003,26
1167,3216,4003,26
1168,3216,4003,26
1169,3216,4003,26
1170,3216,4003,26
1171,3216,4003,26
1172,3216,4003,26
1173,3216,4003,26
1174,3217,4003,26
1175,3217,4003,26
1176,3217,4003,26
1177,3217,4003,26
1178,3218,4003,26
1179,3218,4003,26
1180,3218,4003,26
1181,3218,4003,26
1182,3218,4003,26
1183,3218,4003,26
1184,3219,4003,26
1185,3219,4003,26
1186,3219,4003,26
1187,3219,4003,26
1188,3219,4003,26
1189,3219,4003,26
1190,3220,4004,27
1191,3220,4004,27
1192,3220,4004,27
1193,3220,4004,27
1194,3220,4004,27
1195,3221,4004,27
1196,3221,4004,27
1197,3221,4004,27
1198,3221,4004,27
1199,3221,4004,27
1200,3222,4004,27
1201,3222,4004,27
1202,3222,4004,27
1203,3222,4004,27
1204,3222,4004,27
1205,3222,4004,27
1206,3223,4004,27
1207,3223,4004,27
1208,3223,4004,27
1209,3223,4004,27
1210,3223,4004,27
1211,3223,4004,27
1212,3224,4003,26
1213,3224,4003,26
1214,3224,4003,26
1215,3225,4003,26
1216,3225,4003,26
1217,3226,4004,27
1218,3226,4004,27
1219,3226,4004,27
1220,3227,4004,27
1221,3227,4004,27
1222,3227,4004,27
1223,3227,4004,27
1224,3228,4005,28
1225,3228,4005,28
1226,3229,4005,28
1227,3229,4005,28
1228,3229,4005,28
1229,3229,4005,28
1230,3229,4005,28
1231,3230,4004,27
1232,3230,4004,27
1233,3230,4004,27
1234,3230,4004,27
1235,3230,4004,27
1236,3230,4004,27
1237,3230,4004,27
1238,3230,4004,27
1239,3231,4004,27
1240,3231,4004,27
1241,3231,4004,27
1242,3231,4004,27
1243,3231,4004,27
1244,3232,4004,27
1245,3232,4004,27
1246,3232,4004,27
1247,3232,4004,27
1248,3233,4004,27
1249,3234,4004,27
1250,3234,4004,27
1251,3234,4004,27
1252,3234,4004,27
1253,3235,4004,27
1254,3235,4004,27
1255,3236,4005,28
1256,3236,4005,28
1257,3236,4005,28
1258,3236,4005,28
1259,3236,4005,28
1260,3236,4005,28
1261,3236,4005,28
1262,3236,4005,28
1263,3237,4004,27
1264,3237,4004,27
1265,3237,4004,27
1266,3237,4004,27
1267,3237,4004,27
1268,3237,4004,27
1269,3237,4004,27
1270,3237,4004,27
1271,3238,4005,28
1272,3238,4005,28
1273,3238,4005,28
1274,3238,4005,28
1275,3239,4005,28
1276,3239,4005,28
1277,3239,4005,28
1278,3240,4005,28
1279,3240,4005,28
1280,3241,4005,28
1281,3241,4005,28
1282,3241,4005,28
1283,3241,4005,28
1284,3241,4005,28
1285,3241,4005,28
1286,3242,4005,28
1287,3242,4005,28
1288,3243,4005,28
1289,3243,4005,28
1290,3243,4005,28
1291,3243,4005,28
1292,3244,4005,28
1293,3244,4005,28
1294,3244,4005,28
1295,3244,4005,28
1296,3244,4005,28
1297,3244,4005,28
1298,3245,4005,28
1299,3245,4005,28
1300,3245,4005,28
1301,3245,4005,28
1302,3245,4005,28
1303,3246,4005,28
1304,3246,4005,28
1305,3246,4005,28
1306,3246,4005,28
1307,3246,4005,28
1308,3246,4005,28
1309,3246,4005,28
1310,3246,4005,28
1311,3246,4005,28
1312,3247,4005,28
1313,3247,4005,28
1314,3247,4005,28
1315,3247,4005,28
1316,3248,4005,28
1317,3248,4005,28
1318,3248,4005,28
1319,3248,4005,28
1320,3249,4005,28
1321,3249,4005,28
1322,3250,4005,28
1323,3250,4005,28
1324,3250,4005,28
1325,3250,4005,28
1326,3250,4005,28
1327,3250,4005,28
1328,3250,4005,28
1329,3250,4005,28
1330,3251,4005,28
1331,3251,4005,28
1332,3252,4005,28
1333,3252,4005,28
1334,3252,4005,28
1335,3252,4005,28
1336,3252,4005,28
1337,3252,4005,28
1338,3252,4005,28
1339,3252,4005,28
1340,3252,4005,28
1341,3252,4005,28
1342,3253,4005,28
1343,3253,4005,28
1344,3253,4005,28
1345,3254,4005,28
1346,3254,4005,28
1347,3254,4005,28
1348,3255,4005,28
1349,3255,4005,28
1350,3256,4005,28
1351,3256,4005,28
1352,3257,4005,28
1353,3257,4005,28
1354,3257,4005,28
1355,3257,4005,28
1356,3258,4005,28
1357,3258,4005,28
1358,3258,4005,28
1359,3258,4005,28
1360,3259,4005,28
1361,3259,4005,28
