MAZ2010,TOTAL_HOUSEHOLDS,TOTAL_GQ
2118,1068,0
2119,489,0
2120,195,0
2121,383,0
2122,638,0
2123,51,0
2124,69,0
2125,47,0
2126,133,0
2127,831,0
2128,74,0
2129,190,0
2130,478,0
2131,204,0
2132,36,0
2133,165,0
2134,625,0
2135,319,0
2136,621,0
2137,972,0
2138,699,0
2139,826,0
2140,0,0
2141,0,0
2142,140,0
2143,126,0
2144,244,0
2145,523,0
2146,1240,0
2147,234,0
2148,837,0
2149,713,0
2150,202,0
2151,271,0
2152,26,0
2153,412,0
2154,0,0
2155,0,0
2156,0,0
2157,907,0
2158,0,0
2159,0,0
2160,92,0
2161,312,0
2162,103,0
2163,702,0
2164,562,0
2165,460,0
2166,238,0
2167,711,0
2168,27,0
2169,0,0
2170,111,0
2171,193,0
2172,353,0
2173,269,0
2174,307,0
2175,476,0
2176,629,0
2177,344,0
2178,362,14
2179,873,0
2180,566,0
2181,705,0
2182,653,0
2183,0,0
2184,1259,0
2185,389,0
2186,593,0
2187,210,0
2188,797,0
2189,128,0
2190,516,0
2191,80,0
2192,196,0
2193,592,0
2194,607,0
2195,651,6
2196,0,0
2197,723,0
2198,347,0
2199,1030,48
2200,527,0
2201,882,0
2202,228,0
2203,120,0
2204,681,0
2205,360,0
2206,503,0
2207,654,0
2208,987,0
2209,0,0
2210,722,12
2211,0,0
2212,969,0
2213,654,0
2214,237,0
2215,427,0
2216,117,0
2217,402,0
2218,283,0
2219,161,0
2220,407,0
2221,228,0
2222,177,0
2223,0,121
2224,0,0
2225,305,0
2226,375,0
2227,256,0
2228,576,0
2229,281,0
2230,196,0
2231,720,6
2232,447,0
2233,0,0
2234,217,0
2235,822,0
2236,424,0
2237,0,0
2238,436,0
2239,651,0
2240,532,0
2241,0,0
2242,1210,227
2243,309,0
2244,497,82
2245,41,0
2246,0,0
2247,399,0
2248,0,0
2249,478,0
2250,436,0
2251,0,0
2252,0,0
2253,431,0
2254,945,0
2255,2009,0
2256,1033,0
2257,58,0
2258,930,0
2259,49,0
2260,525,0
2261,596,0
2262,4,4
2263,737,0
2264,343,9
2265,230,0
2266,113,0
2267,100,0
2268,564,0
2269,587,0
2270,0,0
2271,483,0
2272,59,0
2273,732,2
2274,516,0
2275,469,0
2276,699,0
2277,183,0
2278,474,0
2279,949,0
2280,154,0
2281,154,0
2282,229,0
2283,255,0
2284,524,0
2285,44,59
2286,66,0
2287,301,0
2288,106,0
2289,422,0
2290,445,0
2291,485,0
2292,516,0
2293,276,0
2294,184,0
2295,875,194
2296,354,0
2297,11,5
2298,0,0
2299,47,0
2300,0,0
2301,357,0
2302,121,0
2303,164,88
2304,0,0
2305,421,0
2306,246,0
2307,146,0
2308,179,0
2309,13,0
2310,514,0
2311,131,191
2312,139,0
2313,0,0
2314,0,0
2315,475,0
2316,320,0
2317,0,0
2318,0,0
2319,0,14
2320,0,0
2321,0,0
2322,237,0
2323,191,0
2324,748,0
2325,0,0
2326,440,0
2327,338,0
2328,644,0
2329,637,0
2330,875,0
2331,725,0
2332,0,0
2333,4,0
2334,0,0
2335,0,0
2336,0,0
2337,0,0
2338,0,0
2339,0,0
2340,0,0
2341,0,0
2342,13,0
2343,0,0
2344,0,0
2345,0,0
2346,0,0
2347,111,0
2348,500,0
2349,2,0
2350,0,0
2351,0,0
2352,0,0
2353,0,0
2354,38,0
2355,0,0
2356,0,0
2357,0,3235
2358,0,0
2359,723,0
2360,349,0
2361,68,0
2362,487,0
2363,152,0
2364,150,0
2365,366,0
2366,262,0
2367,402,0
2368,107,0
2369,0,0
2370,138,0
2371,0,0
2372,210,0
2373,231,0
2374,237,0
2375,192,0
2376,328,0
2377,124,0
2378,130,0
2379,55,0
2380,93,0
2381,0,0
2382,266,0
2383,95,0
2384,0,0
2385,0,0
2386,0,0
2387,1,0
2388,0,0
2389,0,0
2390,1,0
2391,137,0
2392,105,0
2393,0,0
2394,0,0
2395,0,0
2396,0,0
2397,0,0
2398,1,0
2399,0,0
2400,0,0
2401,0,0
2402,3,0
2403,0,0
2404,0,0
2405,0,2141
2406,0,0
2407,0,0
2408,0,0
2409,86,0
2410,96,0
2411,224,5
2412,96,0
2413,122,0
2414,92,0
2415,207,0
2416,190,0
2417,137,0
2418,174,5
2419,103,0
2420,101,0
2421,78,0
2422,75,0
2423,66,0
2424,166,6
2425,81,0
2426,87,0
2427,57,0
2428,66,0
2429,173,0
2430,242,0
2431,125,0
2432,147,0
2433,165,0
2434,96,0
2435,153,0
2436,34,0
2437,353,0
2438,11,0
2439,233,0
2440,164,6
2441,88,0
2442,143,0
2443,68,3
2444,54,0
2445,66,0
2446,106,0
2447,109,0
2448,345,300
2449,78,0
2450,221,0
2451,541,0
2452,0,0
2453,2,0
2454,0,0
2455,0,0
2456,0,0
2457,0,0
2458,0,0
2459,0,0
2460,0,0
2461,1,0
2462,0,0
2463,0,0
2464,0,0
2465,0,0
2466,0,0
2467,0,0
2468,144,0
2469,0,0
2470,0,0
2471,0,0
2472,0,0
2473,340,0
2474,1053,0
2475,271,0
2476,422,0
2477,1,0
2478,0,0
2479,195,0
2480,0,0
2481,149,0
2482,633,0
2483,166,0
2484,261,0
2485,472,0
2486,87,0
2487,162,0
2488,151,0
2489,0,0
2490,337,0
2491,145,0
2492,46,0
2493,306,0
2494,360,0
2495,680,0
2496,222,0
2497,176,0
2498,123,0
2499,218,0
2500,530,0
2501,32,0
2502,179,0
2503,114,0
2504,335,0
2505,455,0
2506,122,0
2507,413,0
2508,253,0
2509,395,0
2510,126,0
2511,0,0
2512,35,0
2513,9,0
2514,1,0
2515,0,0
2516,170,6
2517,0,0
2518,559,0
2519,0,0
2520,0,0
2521,0,0
2522,0,0
2523,0,0
2524,0,0
2525,0,0
2526,0,0
2527,1,0
2528,0,0
2529,0,0
2530,1,0
2531,0,0
2532,0,0
2533,0,0
2534,0,0
2535,0,0
2536,0,0
2537,0,0
2538,0,0
2539,0,0
2540,0,0
2541,0,0
2542,0,0
2543,0,0
2544,0,0
2545,0,0
2546,0,0
2547,0,0
2548,0,0
2549,0,0
2550,2,0
2551,35,0
2552,1,0
2553,0,0
2554,154,39
2555,118,5
2556,114,0
2557,238,0
2558,165,0
2559,140,11
2560,101,0
2561,283,0
2562,6,0
2563,216,0
2564,200,0
2565,396,0
2566,112,0
2567,228,7
2568,322,3
2569,0,0
2570,199,4
2571,128,0
2572,484,0
2573,0,0
2574,434,0
2575,184,0
2576,108,0
2577,93,0
2578,127,0
2579,129,0
2580,62,0
2581,122,0
2582,934,0
2583,0,0
2584,101,9
2585,143,0
2586,322,0
2587,479,91
2588,275,0
2589,715,304
2590,215,0
2591,174,0
2592,270,0
2593,639,0
2594,458,8
2595,397,0
2596,455,0
2597,261,0
2598,548,0
2599,435,109
2600,162,2
2601,512,0
2602,391,8
2603,382,0
2604,662,0
2605,557,0
2606,409,0
2607,406,0
2608,121,0
2609,848,0
2610,682,0
2611,661,0
2612,117,9
2613,232,0
2614,210,0
2615,423,0
2616,222,0
2617,241,0
2618,357,0
2619,580,0
2620,388,14
2621,821,0
2622,722,0
2623,336,1
2624,409,0
2625,143,9
2626,386,0
2627,103,0
2628,213,4
2629,118,0
2630,128,0
2631,246,0
2632,238,0
2633,235,0
2634,230,9
2635,111,0
2636,313,0
2637,272,0
2638,206,0
2639,131,4
2640,297,0
2641,104,0
2642,123,0
2643,85,1
2644,167,7
2645,446,0
2646,244,2
2647,224,0
2648,257,0
2649,141,0
2650,192,14
2651,245,0
2652,211,0
2653,302,0
2654,244,22
2655,84,6
2656,225,38
2657,167,0
2658,184,0
2659,134,1
2660,0,0
2661,494,0
2662,145,0
2663,202,0
2664,208,0
2665,218,7
2666,346,16
2667,255,0
2668,74,23
2669,174,24
2670,152,0
2671,113,0
2672,110,0
2673,125,0
2674,74,0
2675,114,16
2676,101,0
2677,0,0
2678,73,0
2679,45,0
2680,43,6
2681,19,0
2682,216,0
2683,0,0
2684,0,0
2685,0,0
2686,0,0
2687,0,0
2688,316,0
2689,722,0
2690,854,0
2691,391,0
2692,733,0
2693,584,7
2694,263,0
2695,316,0
2696,150,0
2697,230,0
2698,113,0
2699,1,0
2700,127,7
2701,58,0
2702,421,0
2703,268,0
2704,172,0
2705,139,7
2706,66,6
2707,174,0
2708,108,0
2709,302,0
2710,262,15
2711,132,0
2712,190,0
2713,85,0
2714,399,0
2715,180,0
2716,188,6
2717,304,0
2718,93,0
2719,158,0
2720,126,0
2721,193,0
2722,284,0
2723,137,0
2724,145,0
2725,450,0
2726,289,0
2727,212,0
2728,139,2
2729,320,11
2730,222,8
2731,262,0
2732,203,0
2733,279,0
2734,345,0
2735,402,0
2736,201,0
2737,222,0
2738,307,3
2739,417,2
2740,167,3
2741,184,0
2742,347,0
2743,230,0
2744,162,0
2745,109,0
2746,165,1
2747,172,0
2748,151,8
2749,224,0
2750,165,0
2751,219,0
2752,146,0
2753,269,0
2754,145,13
2755,265,0
2756,219,0
2757,199,0
2758,298,0
2759,0,0
2760,0,0
2761,0,0
2762,0,0
2763,0,0
2764,211,0
2765,210,3
2766,321,11
2767,151,5
2768,339,0
2769,259,8
2770,285,0
2771,347,0
2772,297,11
2773,240,7
2774,166,0
2775,20,7
2776,214,3
2777,192,0
2778,132,15
2779,184,0
2780,111,0
2781,215,16
2782,0,0
2783,132,0
2784,210,6
2785,199,11
2786,0,0
2787,773,0
2788,0,0
2789,0,0
2790,0,0
2791,0,0
2792,0,0
2793,0,0
2794,0,0
2795,8,0
2796,16,0
2797,103,0
2798,82,0
2799,134,0
2800,163,2
2801,112,1
2802,233,0
2803,0,0
2804,276,0
2805,808,0
2806,58,0
2807,201,0
2808,194,0
2809,507,0
2810,306,0
2811,367,0
2812,192,0
2813,398,0
2814,0,0
2815,0,0
2816,0,0
2817,0,0
2818,307,0
2819,83,0
2820,0,0
2821,25,0
2822,282,0
2823,328,0
2824,160,0
2825,467,0
2826,566,0
2827,406,0
2828,743,0
2829,985,0
2830,219,0
2831,856,0
2832,148,0
2833,383,0
2834,229,0
2835,120,0
2836,18,0
2837,180,0
2838,1307,0
2839,15,0
2840,127,0
2841,717,0
2842,228,0
2843,114,0
2844,165,0
2845,64,0
2846,325,0
2847,493,0
2848,132,0
2849,196,0
2850,128,9
2851,207,7
2852,173,0
2853,63,0
2854,181,0
2855,123,0
2856,227,0
2857,197,0
2858,118,0
2859,210,0
2860,208,0
2861,152,0
2862,116,0
2863,340,0
2864,0,0
2865,597,0
2866,344,0
2867,32,0
2868,270,0
2869,242,0
2870,0,0
2871,0,0
2872,0,0
2873,0,0
2874,0,0
2875,37,0
2876,0,0
2877,41,0
2878,113,0
2879,0,0
2880,0,0
2881,127,0
2882,0,0
2883,411,0
2884,338,0
2885,479,0
2886,344,0
2887,253,0
2888,147,0
2889,191,0
2890,279,0
2891,638,0
2892,0,0
2893,126,0
2894,75,0
2895,132,0
2896,131,0
2897,48,0
2898,124,0
2899,263,0
2900,350,0
2901,148,12
2902,179,0
2903,194,0
2904,200,0
2905,210,0
2906,302,0
2907,41,0
2908,110,0
2909,155,10
2910,86,0
2911,6,0
2912,104,8
2913,159,0
2914,32,0
2915,229,10
2916,116,0
2917,89,0
2918,83,0
2919,232,4
2920,184,0
2921,138,10
2922,11,0
2923,135,0
2924,153,0
2925,24,0
2926,143,0
2927,79,0
2928,114,0
2929,64,0
2930,31,13
2931,165,12
2932,97,6
2933,206,0
2934,263,0
2935,282,7
2936,215,0
2937,99,0
2938,35,0
2939,372,0
2940,495,0
2941,0,0
2942,75,31
2943,0,0
2944,0,0
2945,0,0
2946,0,0
2947,167,0
2948,307,6
2949,152,7
2950,113,0
2951,370,0
2952,304,8
2953,187,0
2954,141,6
2955,71,6
2956,148,0
2957,0,0
2958,0,0
2959,0,0
2960,0,0
2961,0,0
2962,0,0
2963,15,1663
2964,0,0
2965,0,0
2966,0,0
2967,0,0
2968,0,0
2969,9,0
2970,25,0
2971,10,0
2972,0,0
2973,12,0
2974,0,0
2975,408,7
2976,439,0
2977,261,0
2978,87,0
2979,194,36
2980,139,13
2981,92,0
2982,191,6
2983,130,0
2984,117,6
2985,162,0
2986,186,0
2987,147,0
2988,77,0
2989,122,6
2990,323,0
2991,288,3
2992,421,0
2993,132,0
2994,116,0
2995,110,0
2996,87,0
2997,123,0
2998,154,19
2999,0,0
3000,199,22
3001,125,0
3002,33,0
3003,116,0
3004,124,0
3005,284,0
3006,160,6
3007,154,0
3008,80,8
3009,84,0
3010,425,0
3011,251,0
3012,225,0
3013,167,0
3014,114,0
3015,146,0
3016,150,0
3017,41,0
3018,93,0
3019,120,0
3020,86,0
3021,146,0
3022,79,0
3023,111,0
3024,220,0
3025,86,0
3026,135,0
3027,477,0
3028,152,4
3029,111,0
3030,75,0
3031,35,0
3032,144,0
3033,197,0
3034,74,0
3035,206,0
3036,135,0
3037,133,0
3038,29,0
3039,205,0
3040,116,0
3041,184,0
3042,169,0
3043,266,0
3044,108,0
3045,108,33
3046,41,0
3047,208,0
3048,67,0
3049,184,0
3050,611,8
3051,106,0
3052,241,0
3053,521,0
3054,269,0
3055,226,0
3056,98,0
3057,78,0
3058,147,0
3059,86,0
3060,57,0
3061,268,7
3062,90,5
3063,218,0
3064,304,0
3065,58,0
3066,167,0
3067,395,0
3068,455,0
3069,332,0
3070,146,0
3071,91,0
3072,298,0
3073,245,0
3074,202,0
3075,268,0
3076,176,0
3077,139,0
3078,124,0
3079,115,6
3080,107,0
3081,140,7
3082,35,0
3083,159,7
3084,151,0
3085,193,16
3086,172,0
3087,481,0
3088,54,0
3089,379,0
3090,383,0
3091,543,0
3092,9,0
3093,311,5
3094,598,0
3095,1017,0
3096,171,0
3097,575,0
3098,75,0
3099,25,0
3100,190,0
3101,277,0
3102,349,0
3103,0,0
3104,217,0
3105,680,0
3106,290,0
3107,71,9
3108,120,0
3109,108,0
3110,155,0
3111,102,0
3112,114,0
3113,102,0
3114,114,0
3115,56,0
3116,184,0
3117,95,0
3118,194,0
3119,156,4
3120,88,8
3121,147,0
3122,88,0
3123,110,0
3124,132,0
3125,80,7
3126,65,0
3127,115,3
3128,102,0
3129,217,0
3130,327,0
3131,133,0
3132,528,0
3133,405,0
3134,343,0
3135,185,0
3136,121,12
3137,146,0
3138,320,0
3139,199,7
3140,179,0
3141,195,22
3142,0,0
3143,110,0
3144,118,0
3145,0,0
3146,70,57
3147,117,16
3148,123,0
3149,235,113
3150,33,0
3151,55,0
3152,143,0
3153,143,0
3154,224,0
3155,106,0
3156,89,0
3157,195,0
3158,188,4
3159,260,0
3160,164,8
3161,108,4
3162,108,0
3163,127,7
3164,100,0
3165,143,0
3166,174,7
3167,104,4
3168,127,0
3169,83,0
3170,188,6
3171,82,0
3172,94,8
3173,84,9
3174,87,0
3175,92,0
3176,124,0
3177,139,0
3178,85,0
3179,194,0
3180,248,3
3181,150,0
3182,151,0
3183,134,0
3184,273,0
3185,148,4
3186,137,0
3187,104,0
3188,168,0
3189,286,0
3190,0,0
3191,41,0
3192,702,0
3193,57,6
3194,234,0
3195,253,0
3196,203,0
3197,52,0
3198,166,0
3199,114,0
3200,439,0
3201,132,0
3202,242,0
3203,556,0
3204,87,0
3205,119,0
3206,243,0
3207,52,0
3208,166,0
3209,184,0
3210,123,0
3211,190,0
3212,224,9
3213,117,6
3214,181,0
3215,68,0
3216,115,0
3217,169,0
3218,85,0
3219,76,0
3220,115,4
3221,115,6
3222,85,6
3223,80,4
3224,261,0
3225,5,0
3226,35,0
3227,187,0
3228,182,0
3229,79,0
3230,331,11
3231,45,0
3232,88,11
3233,146,0
3234,109,3
3235,95,8
3236,76,0
3237,179,5
3238,172,0
3239,119,7
3240,59,0
3241,67,0
3242,106,0
3243,75,0
3244,128,0
3245,117,0
3246,225,4
3247,161,11
3248,110,0
3249,105,0
3250,118,0
3251,103,0
3252,219,0
3253,198,0
3254,149,0
3255,166,0
3256,194,0
3257,102,0
3258,240,0
3259,137,0
3260,200,0
3261,273,0
3262,220,0
3263,274,0
3264,94,6
3265,93,0
3266,303,0
3267,273,0
3268,485,0
3269,156,8
3270,201,0
3271,206,0
3272,296,0
3273,645,0
3274,62,0
3275,312,0
3276,686,0
3277,96,0
3278,861,0
3279,81,8
3280,105,0
3281,143,8
3282,85,0
3283,93,0
3284,149,4
3285,200,0
3286,122,6
3287,49,5
3288,70,0
3289,125,7
3290,114,8
3291,79,0
3292,79,0
3293,116,0
3294,269,5
3295,0,0
3296,0,0
3297,0,0
3298,37,0
3299,92,0
3300,0,0
3301,7,0
3302,47,0
3303,46,0
3304,17,0
3305,19,0
3306,69,39
3307,20,0
3308,24,0
3309,241,0
3310,149,0
3311,0,0
3312,140,0
3313,0,0
3314,149,0
3315,200,6
3316,103,0
3317,334,0
3318,515,0
3319,451,0
3320,261,0
3321,281,0
3322,299,0
3323,503,0
3324,437,0
3325,161,6
3326,13,0
3327,105,6
3328,126,0
3329,109,0
3330,151,0
3331,130,0
3332,85,0
3333,112,0
3334,175,0
3335,136,0
3336,78,0
3337,200,0
3338,74,0
3339,336,0
3340,148,0
3341,73,6
3342,89,0
3343,43,0
3344,171,0
3345,50,0
3346,232,0
3347,189,0
3348,241,0
3349,0,0
3350,277,175
3351,146,25
3352,729,2
3353,37,0
3354,148,0
3355,141,0
3356,67,0
3357,179,0
3358,351,0
3359,435,0
3360,189,0
3361,107,0
3362,181,0
3363,169,0
3364,170,0
3365,234,0
3366,74,0
3367,89,5
3368,121,0
3369,77,0
3370,122,7
3371,174,12
3372,183,0
3373,155,13
3374,137,0
3375,0,0
3376,237,0
3377,183,9
3378,44,0
3379,60,14
3380,45,0
3381,50,0
3382,90,0
3383,175,8
3384,143,6
3385,168,0
3386,149,9
3387,81,0
3388,72,9
3389,99,0
3390,231,0
3391,76,0
3392,115,0
3393,245,0
3394,78,0
3395,14,0
3396,221,11
3397,54,0
3398,76,9
3399,87,0
3400,101,7
3401,75,0
3402,126,0
3403,155,7
3404,82,0
3405,110,0
3406,148,0
3407,118,0
3408,68,0
3409,112,0
3410,101,7
3411,152,0
3412,136,7
3413,116,0
3414,27,0
3415,87,10
3416,180,0
3417,52,0
3418,0,0
3419,66,9
3420,139,0
3421,90,10
3422,118,10
3423,117,0
3424,80,21
3425,96,0
3426,81,0
3427,296,0
3428,39,21
3429,118,0
3430,232,0
3431,130,0
3432,78,12
3433,52,15
3434,129,15
3435,90,0
3436,79,8
3437,158,0
3438,120,2
3439,137,0
3440,85,12
3441,107,0
3442,99,10
3443,146,0
3444,155,0
3445,107,20
3446,89,9
3447,175,24
3448,135,14
3449,110,0
3450,74,0
3451,56,0
3452,97,0
3453,147,0
3454,36,0
3455,167,7
3456,313,0
3457,268,9
3458,251,0
3459,312,7
3460,117,0
3461,0,0
3462,326,0
3463,76,0
3464,59,0
3465,177,0
3466,137,5
3467,121,0
3468,105,20
3469,124,0
3470,74,0
3471,324,2
3472,124,11
3473,144,17
3474,52,0
3475,203,0
3476,244,0
3477,95,0
3478,62,0
3479,124,0
3480,74,0
3481,250,0
3482,58,0
3483,0,0
3484,188,0
3485,89,0
3486,0,0
3487,148,0
3488,71,0
3489,106,0
3490,133,0
3491,112,0
3492,114,0
3493,100,0
3494,95,1
3495,154,0
3496,97,0
3497,186,0
3498,99,0
3499,54,0
3500,70,0
3501,83,0
3502,92,0
3503,100,0
3504,41,0
3505,74,0
3506,0,0
3507,133,17
3508,139,11
3509,217,0
3510,102,2
3511,95,155
3512,64,8
3513,175,6
3514,22,0
3515,131,0
3516,71,9
3517,44,9
3518,120,0
3519,125,17
3520,202,0
3521,161,0
3522,74,0
3523,396,0
3524,169,0
3525,246,0
3526,118,0
3527,125,6
3528,396,0
3529,161,1
3530,260,0
3531,153,0
3532,244,0
3533,35,0
3534,18,0
3535,18,0
3536,18,0
3537,8,578
3538,0,0
3539,0,0
3540,30,1999
3541,134,0
3542,380,0
3543,282,0
3544,281,0
3545,254,0
3546,129,5
3547,102,7
3548,85,0
3549,5,0
3550,166,7
3551,53,0
3552,113,0
3553,128,0
3554,25,0
3555,203,0
3556,200,0
3557,57,8
3558,197,7
3559,216,0
3560,277,0
3561,110,0
3562,93,0
3563,125,0
3564,227,14
3565,141,0
3566,21,0
3567,8,0
3568,15,0
3569,125,0
3570,73,0
3571,155,0
3572,107,0
3573,138,0
3574,158,0
3575,168,0
3576,109,5
3577,138,0
3578,129,7
3579,162,9
3580,188,13
3581,0,0
3582,35,0
3583,68,0
3584,121,0
3585,353,0
3586,108,0
3587,20,0
3588,102,0
3589,192,0
3590,181,0
3591,76,0
3592,81,0
3593,174,0
3594,210,0
3595,310,0
3596,1031,0
3597,109,0
3598,72,0
3599,549,0
3600,210,0
3601,294,0
3602,25,0
3603,416,0
3604,274,0
3605,503,2
3606,441,0
3607,84,0
3608,69,3
3609,0,0
3610,34,0
3611,105,0
3612,112,0
3613,49,0
3614,9,3
3615,43,0
3616,150,4
3617,77,0
3618,78,0
3619,99,0
3620,109,0
3621,109,0
3622,47,0
3623,266,0
3624,91,6
3625,454,0
3626,497,0
3627,121,6
3628,0,0
3629,42,0
3630,409,5
3631,0,0
3632,0,0
3633,150,0
3634,10,0
3635,82,0
3636,73,0
3637,328,0
3638,0,0
3639,199,13
3640,175,6
3641,6,0
3642,87,0
3643,181,0
3644,116,0
3645,65,0
3646,110,0
3647,152,0
3648,134,31
3649,104,0
3650,41,0
3651,95,12
3652,110,12
3653,104,0
3654,83,0
3655,49,0
3656,79,0
3657,124,0
3658,114,52
3659,10,0
3660,72,0
3661,126,0
3662,104,0
3663,44,4
3664,166,84
3665,171,16
3666,280,13
3667,186,0
3668,171,23
3669,70,0
3670,329,0
3671,205,36
3672,235,0
3673,61,55
3674,37,0
3675,130,7
3676,79,0
3677,111,0
3678,150,9
3679,192,0
3680,79,0
3681,0,0
3682,151,0
3683,52,0
3684,155,0
3685,188,0
3686,188,9
3687,1,0
3688,136,6
3689,128,0
3690,2,0
3691,124,0
3692,76,0
3693,154,3
3694,140,0
3695,109,0
3696,118,0
3697,40,0
3698,82,0
3699,84,0
3700,100,0
3701,60,0
3702,126,0
3703,222,0
3704,72,0
3705,132,0
3706,218,0
3707,194,12
3708,100,6
3709,78,0
3710,156,5
3711,95,0
3712,172,0
3713,79,0
3714,187,0
3715,88,0
3716,202,0
3717,64,0
3718,398,0
3719,200,0
3720,126,0
3721,260,0
3722,74,0
3723,122,0
3724,58,0
3725,183,0
3726,183,0
3727,201,0
3728,83,0
3729,85,0
3730,130,9
3731,134,0
3732,225,0
3733,112,0
3734,82,0
3735,71,0
3736,87,0
3737,116,0
3738,108,0
3739,125,0
3740,160,0
3741,128,0
3742,74,0
3743,69,0
3744,116,0
3745,67,0
3746,273,0
3747,50,0
3748,120,0
3749,25,0
3750,125,0
3751,150,0
3752,157,0
3753,153,0
3754,72,0
3755,166,0
3756,92,0
3757,182,0
3758,245,13
3759,150,0
3760,157,0
3761,177,0
3762,10,0
3763,267,0
3764,481,0
3765,0,0
3766,145,0
3767,184,0
3768,0,0
3769,251,0
3770,472,6
3771,139,0
3772,13,0
3773,55,0
3774,148,0
3775,53,0
3776,302,0
3777,229,0
3778,311,0
3779,397,6
3780,317,0
3781,0,0
3782,279,0
3783,154,0
3784,392,0
3785,172,0
3786,231,0
3787,108,0
3788,454,23
3789,118,0
3790,302,0
3791,176,0
3792,224,0
3793,282,0
3794,121,0
3795,250,9
3796,208,0
3797,150,7
3798,158,7
3799,182,0
3800,253,0
3801,344,3
3802,38,3
3803,265,0
3804,289,0
3805,151,0
3806,148,0
3807,186,13
3808,214,0
3809,262,0
3810,200,1
3811,127,0
3812,140,0
3813,221,0
3814,205,0
3815,197,0
3816,235,0
3817,232,0
3818,165,0
3819,214,0
3820,182,0
3821,283,0
3822,308,0
3823,135,34
3824,174,0
3825,161,0
3826,257,0
3827,166,44
3828,196,10
3829,131,0
3830,89,0
3831,222,0
3832,153,0
3833,245,0
3834,178,0
3835,161,0
3836,124,0
3837,148,0
3838,222,0
3839,188,0
3840,174,0
3841,214,3
3842,385,0
3843,357,6
3844,249,0
3845,326,15
3846,78,4
3847,214,0
3848,0,0
3849,64,0
3850,242,0
3851,25,0
3852,13,0
3853,154,0
3854,298,37
3855,545,0
3856,124,0
3857,0,0
3858,184,0
3859,363,0
3860,115,0
3861,171,0
3862,123,0
3863,171,0
3864,147,0
3865,77,0
3866,225,0
3867,222,3
3868,316,0
3869,214,0
3870,307,0
3871,200,0
3872,195,0
3873,229,10
3874,126,0
3875,222,0
3876,266,0
3877,144,0
3878,291,16
3879,207,0
3880,249,0
3881,439,0
3882,412,0
3883,245,12
3884,495,0
3885,485,13
3886,233,6
3887,342,30
3888,239,0
3889,193,0
3890,55,0
3891,60,0
3892,191,0
3893,7,0
3894,67,0
3895,149,2
3896,118,0
3897,349,0
3898,158,0
3899,60,0
3900,126,0
3901,129,0
3902,745,0
3903,37,0
3904,72,0
3905,96,4
3906,84,0
3907,19,0
3908,325,0
3909,7,7
3910,127,0
3911,168,0
3912,56,0
3913,85,0
3914,81,0
3915,93,0
3916,196,0
3917,145,0
3918,150,0
3919,171,10
3920,61,0
3921,202,0
3922,177,11
3923,76,0
3924,228,0
3925,388,15
3926,172,0
3927,191,0
3928,217,0
3929,70,22
3930,32,3
3931,382,0
3932,227,0
3933,459,1
3934,476,0
3935,574,1
3936,448,0
3937,521,0
3938,224,0
3939,113,0
3940,402,0
3941,125,5
3942,149,0
3943,118,0
3944,129,0
3945,0,0
3946,265,0
3947,632,0
3948,153,0
3949,227,0
3950,72,0
3951,121,0
3952,31,0
3953,108,0
3954,192,0
3955,31,0
3956,212,8
3957,245,4
3958,321,0
3959,75,0
3960,378,0
3961,354,0
3962,207,4
3963,168,0
3964,252,0
3965,191,0
3966,110,0
3967,297,0
3968,103,0
3969,181,0
3970,81,0
3971,162,0
3972,112,0
3973,101,0
3974,87,0
3975,124,0
3976,92,0
3977,126,0
3978,195,0
3979,3,0
3980,120,0
3981,109,0
3982,91,0
3983,96,0
3984,359,0
3985,118,0
3986,178,0
3987,94,0
3988,279,674
3989,2,0
3990,83,0
3991,34,0
3992,0,123
3993,0,1387
3994,0,874
3995,0,620
3996,21,842
3997,129,0
3998,181,0
3999,97,0
4000,203,0
4001,212,0
4002,17,0
4003,143,0
4004,162,0
4005,128,0
4006,143,0
4007,119,6
4008,72,0
4009,62,0
4010,210,0
4011,196,0
4012,206,5
4013,57,0
4014,145,0
4015,88,0
4016,72,0
4017,128,0
4018,100,0
4019,157,0
4020,131,0
4021,184,0
4022,162,0
4023,95,0
4024,163,6
4025,165,0
4026,258,0
4027,162,0
4028,126,5
4029,0,0
4030,125,0
4031,151,0
4032,470,68
4033,391,0
4034,32,0
4035,247,0
4036,326,0
4037,0,0
4038,184,6
4039,80,0
4040,82,0
4041,0,0
4042,47,0
4043,454,0
4044,0,0
4045,65,0
4046,171,0
4047,153,3
4048,256,0
4049,141,0
4050,149,0
4051,0,0
4052,164,0
4053,61,0
4054,89,0
4055,139,0
4056,352,0
4057,136,0
4058,75,0
4059,108,0
4060,66,0
4061,119,0
4062,88,0
4063,70,0
4064,71,0
4065,128,0
4066,0,0
4067,133,0
4068,194,0
4069,108,0
4070,0,0
4071,40,0
4072,54,0
4073,150,0
4074,69,0
4075,86,0
4076,98,0
4077,157,0
4078,8,0
4079,350,0
4080,5,0
4081,0,0
4082,234,0
4083,158,0
4084,144,0
4085,0,0
4086,171,0
4087,0,0
4088,3,0
4089,64,0
4090,102,0
4091,138,0
4092,108,0
4093,141,0
4094,203,0
4095,116,0
4096,175,0
4097,22,0
4098,149,0
4099,172,0
4100,132,0
4101,261,0
4102,160,0
4103,138,0
4104,146,0
4105,0,0
4106,114,0
4107,91,0
4108,62,0
4109,0,0
