mgra,TAZ,hh,pop,emp_self,emp_ag,emp_const_non_bldg_prod,emp_const_non_bldg_office,emp_utilities_prod,emp_utilities_office,emp_const_bldg_prod,emp_const_bldg_office,emp_mfg_prod,emp_mfg_office,emp_whsle_whs,emp_trans,emp_retail,emp_prof_bus_svcs,emp_prof_bus_svcs_bldg_maint,emp_pvt_ed_k12,emp_pvt_ed_post_k12_oth,emp_health,emp_personal_svcs_office,emp_amusement,emp_hotel,emp_restaurant_bar,emp_personal_svcs_retail,emp_religious,emp_pvt_hh,emp_state_local_gov_ent,emp_scrap_other,emp_fed_non_mil,emp_fed_mil,emp_state_local_gov_blue,emp_state_local_gov_white,emp_public_ed,emp_own_occ_dwell_mgmt,emp_fed_gov_accts,emp_st_lcl_gov_accts,emp_cap_accts,emp_total,collegeEnroll,otherCollegeEnroll,AdultSchEnrl,EnrollGradeKto8,EnrollGrade9to12,PrivateEnrollGradeKto8,ech_dist,hch_dist,parkarea,hstallsoth,hstallssam,hparkcost,numfreehrs,dstallsoth,dstallssam,dparkcost,mstallsoth,mstallssam,mparkcost,TotInt,DUDen,EmpDen,PopDen,RetEmpDen,IntDenBin,EmpDenBin,DuDenBin,POINT_X,POINT_Y,ACRES,HotelRoomTotal,mall_flag,beachAcres,geoSRate,geoSRateNm
3614,3916,12,28,0,30,289,0,3,0,0,0,54,0,55,8,39,49,0,0,0,28,43,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,1,1,3,0,0,3,0,0,0,5,0,0,5,0,4.76,8.14,10.21,2.9,1,1,1,885511.64,495520.52,29.24,0,0,0,1,1
3615,3916,44,105,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.6,1.79,4,0.07,1,1,1,885325.23,500541.71,47.89,0,0,0,1,1
3616,3916,158,398,0,0,17,0,0,0,0,0,3,0,0,0,1,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,1,3,0,0,3,0,0,0,5,0,0,5,0,3.4,13.02,7.49,2,1,2,1,885406.51,496653.19,59.82,0,0,0,1,1
3617,3916,79,203,0,0,0,0,0,0,0,0,0,0,2,0,0,59,0,0,0,71,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.93,3.57,4.78,0.12,1,1,1,885212.5,499282.8,53.14,0,0,0,1,1
3618,3917,80,226,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0.92,8.11,2.3,0.73,1,1,1,882659.57,502593.67,69.57,0,0,0,1,1
3619,3917,101,306,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,4,4,166,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,291,0,0,0,0,0,363,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.39,0.73,3.68,0.05,1,1,1,881439.91,502258.79,89.68,0,0,0,1,1
3620,3917,115,324,0,0,0,0,0,0,0,0,0,0,3,0,14,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.29,1.62,3.33,0.1,1,1,1,883818.83,502496.69,67.03,0,0,0,1,1
3621,3918,111,325,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,337,0,0,0,1891,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.56,1.02,4.13,0.1,1,1,1,885153.75,502545.14,97.5,0,0,0,1,1
3622,3919,48,114,0,0,330,0,0,0,0,0,223,0,350,9,303,1396,0,0,22,297,116,25,0,24,0,0,0,6,0,0,0,0,0,4,0,0,0,0,3105,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.2,10.61,5.08,1.03,1,2,1,881901.58,505012.15,155.13,0,0,0,1,1
3623,3919,273,624,0,0,59,0,0,0,0,0,20,0,15,0,31,81,0,0,0,27,24,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.19,12.81,6.44,1.61,1,2,1,883718.05,505292.28,77.64,0,0,0,1,1
3624,3920,104,198,0,0,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0,23,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.91,1.19,10.71,0.14,1,1,1,885484.85,505286.98,42.57,0,0,0,1,1
3625,3920,484,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,93,0,0,0,0,3261,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,5.99,8.65,0.96,1,1,1,884637.75,505713.93,42.04,0,0,0,1,1
3626,3920,542,1226,0,0,13,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.23,6.75,9.19,1.24,1,1,1,885152.17,507209.45,32.68,0,0,0,1,1
3627,3920,136,248,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,5.99,8.65,0.96,1,1,1,884793.9,505773.35,26.28,0,0,0,1,1
3628,3921,0,0,0,0,1007,0,2,0,0,0,493,0,350,29,405,425,0,0,19,107,357,13,4,183,0,0,0,75,0,0,0,0,0,40,0,0,0,0,3509,0,0,0,0,20,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0.37,11.81,0.98,1.62,1,2,1,881578.62,507844.98,142.15,0,0,0,1,1
3629,3921,44,156,0,0,807,0,0,0,0,0,243,0,144,88,392,333,0,0,23,63,218,33,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2435,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.79,14.28,7.99,2.03,1,2,1,883351.9,507790.86,96.43,0,0,0,1,1
3630,3922,422,911,0,0,36,0,0,0,0,0,17,0,2,209,157,114,0,0,31,51,63,5,0,132,0,0,0,11,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.78,9.89,8.7,1.63,1,1,1,884942.9,508692.56,46.35,0,0,0,1,1
3631,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,55,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.05,1.39,3,0.11,1,1,1,878193.2,506852.11,101.68,0,0,0,1,1
3632,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0.98,6.59,2.56,0.74,1,1,1,879377.87,506672.88,237.41,0,0,0,1,1
3633,3924,152,436,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.17,3.04,9.32,1.04,1,1,1,879586.9,511562.17,52.21,0,0,0,1,1
3634,3924,10,47,0,0,0,0,0,0,0,0,0,0,0,3,625,247,0,0,0,173,157,29,0,178,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.31,4.2,9.6,1.49,1,1,1,879725.85,510019.46,35.06,0,0,0,1,1
3635,3924,84,267,0,0,0,0,0,0,0,0,0,0,3,56,0,10,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,169,0,0,0,301,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.3,3.82,9.68,1.28,1,1,1,878200.25,511304.85,41.6,0,0,0,1,1
3636,3924,75,242,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.18,4.81,9.36,1.32,1,1,1,878226.14,510298.68,21.25,0,0,0,1,1
3637,3924,329,971,0,0,92,0,0,0,0,0,6,0,45,0,152,255,0,0,0,134,201,18,0,240,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.16,5.88,9.24,1.64,1,1,1,878549.22,509617.67,30.46,0,0,0,1,1
3638,3925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.88,6.93,8.74,0.16,1,1,1,880121.03,514246.25,1.79,0,0,0,1,1
3639,3925,233,720,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.99,1.99,8.88,0.09,1,1,1,878626.08,512682.93,67.97,0,0,0,1,1
3640,3925,191,653,0,1,30,0,0,0,0,0,2,0,0,0,35,95,0,0,0,56,57,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.92,4.24,8.83,0.09,1,1,1,878770.08,513997.32,79.39,0,0,0,1,1
3641,3926,6,38,0,0,30,0,0,0,0,0,15,0,7,0,13,80,0,0,0,434,134,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.37,5.34,10.53,0.19,1,1,1,879631.92,515348.12,26.28,0,0,0,1,1
3642,3926,87,298,0,0,26,0,0,0,0,0,0,0,6,0,0,405,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.98,5.05,9.14,0.12,1,1,1,878773.65,515477.52,28.51,0,0,0,1,1
3643,3926,183,583,0,0,16,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.26,3.38,9.76,0.07,1,1,1,879146.57,516652.8,40.17,0,0,0,1,1
3644,3926,117,364,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.31,3.74,10.11,0.06,1,1,1,877941.6,516663.22,30.76,0,0,0,1,1
3645,3926,67,255,0,0,16,0,0,0,0,0,9,0,0,0,0,27,0,0,0,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.86,5.95,8.92,1.05,1,1,1,877857.43,515289.89,24.04,0,0,0,1,1
3646,3927,112,353,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.56,4.99,10.22,0.26,1,1,1,878891.65,517849.03,34.39,0,0,0,1,1
3647,3927,155,498,0,0,0,0,0,0,0,0,0,0,0,0,26,43,0,0,0,18,32,3,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.68,2.64,10.56,0.26,1,1,1,879289.29,518381.87,48.93,0,0,0,1,1
3648,3927,166,453,0,0,6,0,0,0,0,0,6,0,17,0,136,128,0,0,3,173,90,5,0,110,0,0,0,15,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.38,4.79,9.45,0.45,1,1,1,877934.91,519319.26,39.36,0,0,0,1,1
3649,3927,106,355,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.37,3.12,9.67,0.25,1,1,1,877973.25,518067.59,30.29,0,0,0,1,1
3650,3928,38,168,0,0,4,0,0,0,0,0,0,0,0,0,19,25,0,0,0,2,5,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.74,7.29,13.13,0.91,1,1,1,882929.61,519439.47,16.45,12,0,0,1,1
3651,3928,121,292,0,0,0,0,0,0,0,0,2,0,2,0,23,33,0,0,6,127,28,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.29,7,11.71,0.8,1,1,1,882290.95,519377.11,22.04,9,0,0,1,1
3652,3928,151,365,0,0,9,0,0,0,0,0,0,0,7,0,8,27,0,0,0,72,9,1,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.24,3.52,11.87,0.35,1,1,1,880956.93,519352.97,24.79,33,0,0,1,1
3653,3928,92,275,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.59,5.26,13.57,0.65,1,1,1,883026.4,518119.58,20.19,0,0,0,1,1
3654,3928,72,234,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.45,5.2,12.73,0.44,1,1,1,882367.24,518085.99,18.47,0,0,0,1,1
3655,3928,43,188,0,0,0,0,0,0,0,0,0,0,10,12,13,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.35,5.38,12.1,0.49,1,1,1,881648.86,519418.77,17.3,0,0,0,1,1
3656,3928,69,241,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.25,4.67,12.2,0.4,1,1,1,881751.15,518074.05,21.51,0,0,0,1,1
3657,3928,109,321,0,0,9,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.87,3.17,11.39,0.34,1,1,1,880978.12,518030.34,24.01,0,0,0,1,1
3658,3928,317,638,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,157,20,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,278,0,0,0,476,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.69,3.15,10.56,0.44,1,1,1,880130.43,518696.8,51.35,0,0,0,1,1
3659,3929,7,29,0,0,29,0,0,0,0,0,5,0,75,2,107,14,0,0,0,15,18,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5.29,8.52,14.41,1.59,1,1,2,884655.05,519804.16,19.44,0,0,0,1,1
3660,3929,72,245,0,0,46,0,0,0,0,0,38,0,16,3,10,98,0,0,0,0,23,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.89,6.34,13.84,0.71,1,1,1,883946.98,518812.19,21.77,0,0,0,1,1
3661,3929,125,352,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5.11,5.87,14.49,0.65,1,1,2,884737.33,517917.96,21.36,0,0,0,1,1
3662,3929,102,287,0,0,67,0,0,0,0,0,48,0,9,4,31,39,0,0,40,0,27,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,295,763,0,0,0,0,15,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.94,6.02,13.88,0.71,1,1,1,884731.2,518885.9,30.63,0,0,0,1,1
3663,3929,52,214,0,0,39,0,0,0,0,0,0,0,19,23,3,5,0,0,0,0,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.75,4.78,13.96,0.57,1,1,1,883571.1,518137.56,13.09,0,0,0,1,1
3664,3929,283,628,0,0,220,0,0,0,0,0,3,0,4,2,14,46,0,0,0,114,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.63,8.18,12.91,1.02,1,1,1,883475.44,519461.88,16.59,0,0,0,1,1
3665,3930,232,632,0,0,6,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5.25,4.96,16.28,0.39,1,1,2,883415.87,516636.66,42.07,0,0,0,1,1
3666,3930,328,806,0,0,6,0,0,0,0,0,13,0,7,12,50,294,0,0,17,193,134,5,0,53,0,0,0,6,0,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.26,8.96,10.18,0.83,1,1,1,881754.94,515321.98,46.38,0,0,0,1,1
3667,3930,182,553,0,0,4,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5.07,3.31,16.17,0.19,1,1,2,882140.18,516555.16,44.14,0,0,0,1,1
3668,3930,209,590,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.91,3.56,11.93,0.15,1,1,1,881050.16,516848.83,40.79,0,0,0,1,1
3669,3930,68,234,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,4,12,1,0,3,0,0,0,1,0,0,0,0,0,15,0,0,0,0,51,0,0,0,1127,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.17,7.33,9.69,0.18,1,1,1,880442.44,515686,31.35,0,0,0,1,1
3670,3930,340,1004,0,0,22,0,0,0,0,0,2,0,0,2,56,130,0,0,0,137,82,6,0,39,0,0,0,13,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.84,9.04,11.69,1.02,1,1,1,883323.61,515288.62,38.35,0,0,0,1,1
3671,3930,265,713,0,0,0,0,0,0,0,0,3,0,13,7,45,53,0,0,1,149,72,1,0,22,0,0,0,3,0,0,0,0,0,84,0,0,0,0,453,0,0,0,536,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.23,5.86,12.5,1.03,1,1,1,884715,515302.83,36.83,0,0,0,1,1
3672,3930,233,672,0,0,13,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5.27,4.42,15.68,0.46,1,1,2,884682.13,516704.82,50.75,0,0,0,1,1
3673,3931,118,229,0,0,27,0,0,0,0,0,34,0,46,25,36,65,0,0,27,1384,37,7,0,42,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1738,382,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.25,9.5,9.91,1.03,1,1,1,881873.59,513825.94,82.52,0,0,0,1,1
3674,3931,37,91,0,0,311,0,0,0,0,0,92,0,362,78,330,119,0,0,0,11,113,2,0,8,0,0,0,243,0,0,0,0,0,0,0,0,0,0,1669,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.15,8.29,9.24,0.87,1,1,1,883290.19,513288.64,91.82,0,0,0,1,1
3675,3932,149,383,0,0,19,0,0,0,0,0,2,0,6,0,70,81,0,0,8,84,69,2,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.04,6.01,11.81,1.08,1,1,1,884849,514178.95,28.43,0,0,0,1,1
3676,3932,77,277,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.38,2,9.32,0.1,1,1,1,885098.45,511344.8,22.33,0,0,0,1,1
3677,3932,108,316,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.94,4.88,8.06,0.84,1,1,1,884923.98,512338.31,28.82,0,0,0,1,1
3678,3932,182,491,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.02,6.21,11.48,1.11,1,1,1,884605.04,513258.98,34.77,0,0,0,1,1
3679,3933,206,631,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,102,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.07,5.51,6.04,1.62,1,1,1,881851.71,511119.62,59.67,0,0,0,1,1
3680,3933,80,310,0,0,0,0,0,0,0,0,0,0,3,0,14,14,0,0,0,3,7,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.35,3.14,9.82,1.1,1,1,1,880492.17,511379.91,45.96,0,0,0,1,1
3681,3933,0,0,0,0,3,0,0,0,0,0,3,0,20,2,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.97,6.66,7.69,1.17,1,1,1,883513.97,510670.45,71.83,0,0,0,1,1
3682,3933,153,492,0,0,106,0,0,0,0,0,0,0,0,0,47,90,0,0,0,20,33,3,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.25,13.13,3.54,2.36,1,2,1,882046.79,509844.19,46.63,0,0,0,1,1
3683,3933,53,249,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.36,5.76,6.5,0.64,1,1,1,882737.48,511483.48,12.85,0,0,0,1,1
3684,3933,157,487,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.19,5.17,6.19,0.99,1,1,1,881000.24,511445.17,34.87,0,0,0,1,1
3685,3933,189,565,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.64,6.08,7.78,0.65,1,1,1,880977.37,512875.44,48.16,0,0,0,1,1
3686,3934,214,612,0,0,1,0,0,0,0,0,0,0,10,12,35,49,0,0,0,24,52,2,0,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.89,4.34,10.05,0.69,1,1,1,884786.77,510300.52,58.45,0,0,0,1,1
3687,3935,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.57,3.41,12.12,0.62,1,1,1,886266.2,510557.27,0.08,0,0,0,1,1
3688,3935,145,421,0,0,4,0,0,0,0,0,1,0,22,0,9,47,0,0,10,80,12,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4.57,3.94,11.95,0.72,1,1,1,886292.95,509991.58,34.57,0,0,0,1,1
3689,3935,135,372,0,0,14,0,0,0,0,0,0,0,0,0,0,114,0,0,0,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.69,3.48,10.04,0.43,1,1,1,887644.94,510101.49,37.12,0,0,0,1,1
3690,3936,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2.81,3.24,7.41,0.46,1,1,1,889314.76,511068.81,1.71,0,0,0,1,1
3691,3936,130,327,0,0,0,0,0,0,0,0,0,0,0,0,10,42,0,0,0,24,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3.31,4.18,8.75,0.64,1,1,1,889388.42,510313.53,36.15,0,0,0,1,1
