MAZ2010,TOTAL_HOUSEHOLDS,TOTAL_GQ
4106,111,0
4107,75,0
4108,0,0
4109,0,0
4110,149,0
4111,183,0
4112,0,0
4113,81,0
4114,152,3
4115,71,0
4116,280,4
4117,202,0
4118,145,0
4119,112,0
4120,124,0
4121,155,0
4122,140,0
4123,87,0
4124,0,0
4125,221,0
4126,153,3
4127,87,0
4128,107,0
4129,84,0
4130,94,0
4131,63,0
4132,133,0
4133,38,0
4134,10,0
4135,145,0
4136,155,0
4137,87,0
4138,103,0
4139,120,0
4140,144,0
4141,84,0
4142,152,0
4143,110,0
4144,194,11
4145,16,0
4146,117,0
4147,182,0
4148,164,0
4149,0,0
4150,120,0
4151,162,0
4152,89,0
4153,152,0
4154,161,3
4155,110,0
4156,113,0
4157,202,0
4158,152,0
4159,64,0
4160,140,0
4161,47,0
4162,100,2
4163,68,0
4164,14,0
4165,140,1
4166,127,0
4167,91,0
4168,179,0
4169,125,0
4170,111,0
4171,161,0
4172,134,0
4173,157,0
4174,72,0
4175,56,0
4176,82,0
4177,73,0
4178,82,0
4179,111,0
4180,74,0
4181,79,0
4182,105,0
4183,103,0
4184,19,0
4185,39,0
4186,100,0
4187,95,0
4188,111,0
4189,46,0
4190,257,0
4191,153,0
4192,66,0
4193,207,3
4194,51,3
4195,228,0
4196,291,0
4197,0,0
4198,275,0
4199,0,0
4200,326,0
4201,0,0
4202,479,0
4203,268,0
4204,78,0
4205,114,23
4206,111,0
4207,47,0
4208,112,0
4209,122,0
4210,270,0
4211,221,0
4212,0,0
4213,0,0
4214,0,0
4215,101,0
4216,82,0
4217,129,0
4218,169,0
4219,111,0
4220,163,0
4221,103,0
4222,100,4
4223,147,0
4224,70,0
4225,146,0
4226,126,0
4227,128,0
4228,58,0
4229,100,0
4230,43,0
4231,108,0
4232,101,0
4233,143,0
4234,123,0
4235,70,0
4236,83,0
4237,60,0
4238,21,0
4239,116,0
4240,91,0
4241,110,0
4242,88,0
4243,44,0
4244,0,0
4245,290,0
4246,72,0
4247,127,0
4248,91,0
4249,222,0
4250,119,0
4251,47,0
4252,50,0
4253,61,0
4254,36,0
4255,115,6
4256,230,0
4257,105,0
4258,58,0
4259,74,0
4260,482,0
4261,99,0
4262,30,0
4263,64,0
4264,122,0
4265,156,0
4266,126,0
4267,121,0
4268,0,0
4269,53,0
4270,161,2
4271,589,0
4272,134,0
4273,81,0
4274,105,0
4275,0,0
4276,0,0
4277,0,0
4278,315,0
4279,322,0
4280,326,0
4281,168,0
4282,371,0
4283,205,0
4284,255,0
4285,191,0
4286,143,0
4287,141,0
4288,137,0
4289,274,7
4290,0,0
4291,107,0
4292,148,6
4293,56,0
4294,135,0
4295,89,0
4296,85,0
4297,83,0
4298,204,0
4299,140,0
4300,101,0
4301,98,0
4302,136,0
4303,102,0
4304,298,0
4305,70,0
4306,107,0
4307,213,0
4308,165,2
4309,20,0
4310,0,0
4311,433,0
4312,117,0
4313,123,0
4314,19,0
4315,684,0
4316,151,16
4317,60,0
4318,61,0
4319,176,6
4320,137,0
4321,122,0
4322,194,0
4323,83,0
4324,163,6
4325,8,0
4326,145,157
4327,120,0
4328,71,0
4329,281,1
4330,0,0
4331,173,6
4332,173,6
4333,150,0
4334,85,0
4335,76,0
4336,109,0
4337,2,0
4338,68,3
4339,143,0
4340,178,0
4341,167,0
4342,89,0
4343,143,0
4344,114,0
4345,137,0
4346,98,0
4347,68,0
4348,135,0
4349,337,0
4350,110,5
4351,128,5
4352,78,0
4353,148,0
4354,280,0
4355,211,7
4356,146,0
4357,187,6
4358,125,7
4359,155,5
4360,119,6
4361,223,0
4362,116,0
4363,66,5
4364,146,0
4365,195,0
4366,215,0
4367,290,0
4368,216,0
4369,163,0
4370,110,0
4371,186,0
4372,196,4
4373,176,4
4374,70,0
4375,304,0
4376,123,0
4377,208,0
4378,201,5
4379,126,0
4380,158,0
4381,211,0
4382,173,0
4383,130,0
4384,154,0
4385,115,0
4386,116,0
4387,480,0
4388,258,0
4389,307,0
4390,142,0
4391,277,0
4392,86,0
4393,210,0
4394,86,0
4395,163,0
4396,0,0
4397,0,0
4398,0,0
4399,0,0
4400,104,0
4401,218,4
4402,185,0
4403,200,5
4404,142,0
4405,143,0
4406,129,0
4407,147,0
4408,180,15
4409,109,0
4410,130,3
4411,149,6
4412,199,8
4413,109,4
4414,130,0
4415,162,4
4416,152,0
4417,142,6
4418,117,0
4419,162,0
4420,161,0
4421,173,13
4422,138,0
4423,134,0
4424,97,6
4425,13,0
4426,8,0
4427,0,0
4428,42,1317
4429,0,0
4430,243,0
4431,274,0
4432,315,0
4433,294,0
4434,6,6
4435,122,0
4436,156,0
4437,330,0
4438,0,0
4439,166,0
4440,141,0
4441,0,0
4442,181,0
4443,0,0
4444,185,0
4445,131,0
4446,0,0
4447,0,0
4448,0,0
4449,220,0
4450,138,0
4451,97,0
4452,102,0
4453,184,0
4454,184,0
4455,0,0
4456,0,0
4457,443,0
4458,624,0
4459,0,0
4460,91,0
4461,135,0
4462,248,6
4463,75,0
4464,25,0
4465,97,0
4466,73,0
4467,103,0
4468,89,0
4469,0,0
4470,220,0
4471,195,0
4472,176,0
4473,173,0
4474,296,0
4475,195,0
4476,81,0
4477,135,7
4478,140,0
4479,194,5
4480,222,0
4481,481,0
4482,130,0
4483,38,0
4484,61,0
4485,81,0
4486,130,0
4487,101,0
4488,111,0
4489,92,7
4490,123,0
4491,155,0
4492,85,0
4493,178,0
4494,144,0
4495,100,0
4496,98,0
4497,50,0
4498,12,0
4499,54,0
4500,61,5
4501,400,0
4502,498,0
4503,323,0
4504,266,0
4505,219,0
4506,322,0
4507,184,0
4508,87,0
4509,184,0
4510,144,0
4511,169,0
4512,134,0
4513,181,0
4514,55,0
4515,116,8
4516,274,0
4517,162,5
4518,310,0
4519,386,0
4520,305,161
4521,146,0
4522,464,0
4523,217,0
4524,324,0
4525,113,0
4526,174,0
4527,54,0
4528,254,6
4529,72,0
4530,148,0
4531,199,0
4532,94,0
4533,87,0
4534,113,4
4535,827,0
4536,55,7
4537,75,0
4538,104,0
4539,123,0
4540,108,0
4541,78,0
4542,88,0
4543,157,0
4544,221,0
4545,74,0
4546,47,0
4547,30,0
4548,252,0
4549,114,6
4550,130,0
4551,399,0
4552,337,0
4553,195,0
4554,238,0
4555,136,0
4556,64,0
4557,250,0
4558,202,7
4559,116,0
4560,4,0
4561,0,0
4562,206,0
4563,179,0
4564,134,0
4565,127,0
4566,574,0
4567,323,0
4568,329,0
4569,105,4
4570,142,0
4571,0,0
4572,5,0
4573,40,0
4574,2,0
4575,61,0
4576,0,0
4577,420,0
4578,201,0
4579,43,6
4580,50,0
4581,308,0
4582,225,0
4583,409,0
4584,173,0
4585,131,0
4586,58,0
4587,40,0
4588,512,0
4589,284,0
4590,201,0
4591,237,0
4592,169,0
4593,84,8
4594,105,0
4595,122,2
4596,201,0
4597,91,6
4598,110,0
4599,108,6
4600,135,7
4601,142,6
4602,146,0
4603,154,16
4604,167,10
4605,276,0
4606,204,0
4607,152,0
4608,104,0
4609,67,0
4610,111,0
4611,116,6
4612,115,0
4613,111,0
4614,108,0
4615,0,0
4616,0,0
4617,0,0
4618,176,6
4619,106,0
4620,176,0
4621,175,0
4622,223,0
4623,87,0
4624,334,0
4625,0,0
4626,0,0
4627,9,0
4628,0,0
4629,0,0
4630,404,0
4631,59,0
4632,109,0
4633,179,0
4634,191,0
4635,159,0
4636,51,0
4637,151,0
4638,144,0
4639,107,0
4640,153,0
4641,66,0
4642,88,0
4643,170,0
4644,115,0
4645,136,0
4646,253,0
4647,151,0
4648,92,0
4649,104,12
4650,75,0
4651,145,0
4652,113,0
4653,127,0
4654,84,0
4655,135,0
4656,84,0
4657,126,0
4658,83,0
4659,84,0
4660,75,0
4661,29,0
4662,78,0
4663,151,0
4664,130,0
4665,75,0
4666,113,0
4667,179,7
4668,255,0
4669,151,5
4670,100,0
4671,173,6
4672,167,0
4673,109,0
4674,117,0
4675,121,0
4676,195,0
4677,168,0
4678,204,0
4679,131,6
4680,232,0
4681,139,0
4682,287,0
4683,229,0
4684,149,7
4685,172,0
4686,179,6
4687,245,0
4688,235,0
4689,174,0
4690,313,6
4691,194,0
4692,104,0
4693,189,0
4694,163,0
4695,121,0
4696,175,0
4697,137,8
4698,111,0
4699,153,0
4700,32,0
4701,113,0
4702,179,7
4703,254,0
4704,167,0
4705,0,0
4706,157,0
4707,160,0
4708,135,0
4709,232,0
4710,29,0
4711,153,0
4712,169,13
4713,210,12
4714,37,0
4715,2,0
4716,53,0
4717,23,0
4718,168,0
4719,0,0
4720,89,0
4721,65,0
4722,105,0
4723,58,0
4724,131,0
4725,65,0
4726,111,0
4727,127,0
4728,18,0
4729,94,12
4730,168,0
4731,33,0
4732,220,0
4733,295,0
4734,136,0
4735,73,0
4736,63,0
4737,24,0
4738,2,0
4739,62,119
4740,13,0
4741,61,0
4742,185,0
4743,44,0
4744,81,8
4745,29,0
4746,113,0
4747,44,0
4748,44,0
4749,7,0
4750,25,0
4751,19,0
4752,28,0
4753,18,0
4754,3,0
4755,31,0
4756,28,0
4757,32,0
4758,7,0
4759,121,0
4760,77,0
4761,115,0
4762,10,0
4763,82,0
4764,123,6
4765,29,0
4766,130,7
4767,19,0
4768,89,9
4769,183,0
4770,80,0
4771,136,0
4772,83,0
4773,0,0
4774,170,0
4775,0,0
4776,103,5
4777,223,0
4778,94,0
4779,0,0
4780,117,26
4781,106,0
4782,70,0
4783,211,0
4784,174,0
4785,177,0
4786,49,9
4787,89,0
4788,174,0
4789,90,0
4790,56,0
4791,231,7
4792,117,0
4793,137,0
4794,137,10
4795,0,0
4796,204,0
4797,97,0
4798,0,0
4799,375,0
4800,94,0
4801,120,0
4802,77,4
4803,70,5
4804,110,0
4805,199,0
4806,179,5
4807,154,4
4808,155,0
4809,127,0
4810,141,0
4811,144,0
4812,56,0
4813,127,5
4814,70,0
4815,84,0
4816,119,6
4817,309,158
4818,100,0
4819,74,7
4820,123,0
4821,245,0
4822,168,0
4823,138,0
4824,73,0
4825,76,3
4826,136,0
4827,216,116
4828,130,0
4829,99,0
4830,117,0
4831,72,0
4832,117,0
4833,107,3
4834,134,5
4835,296,0
4836,632,2
4837,587,0
4838,131,0
4839,568,0
4840,168,0
4841,0,0
4842,49,0
4843,0,0
4844,161,10
4845,152,0
4846,204,0
4847,152,4
4848,157,0
4849,69,0
4850,0,0
4851,1,2
4852,1,10
4853,2,0
4854,80,0
4855,0,0
4856,200,0
4857,120,0
4858,0,0
4859,38,18
4860,71,6
4861,198,0
4862,76,0
4863,156,6
4864,75,0
4865,177,0
4866,99,0
4867,199,43
4868,228,7
4869,97,0
4870,75,0
4871,78,0
4872,133,0
4873,158,3
4874,31,0
4875,201,53
4876,238,142
4877,91,0
4878,154,0
4879,132,0
4880,112,0
4881,146,0
4882,43,0
4883,171,0
4884,143,0
4885,278,0
4886,347,0
4887,160,0
4888,460,0
4889,166,0
4890,341,0
4891,0,0
4892,397,0
4893,202,0
4894,140,0
4895,96,0
4896,291,0
4897,196,0
4898,103,0
4899,96,0
4900,150,0
4901,477,0
4902,190,0
4903,125,0
4904,151,0
4905,315,0
4906,137,0
4907,166,7
4908,141,0
4909,150,0
4910,128,0
4911,105,0
4912,111,0
4913,126,0
4914,213,0
4915,189,0
4916,91,0
4917,137,8
4918,97,0
4919,177,1
4920,39,0
4921,136,6
4922,142,5
4923,127,0
4924,101,5
4925,109,0
4926,128,0
4927,105,0
4928,166,0
4929,0,0
4930,222,0
4931,148,0
4932,178,9
4933,105,4
4934,0,0
4935,0,0
4936,0,0
4937,72,0
4938,0,0
4939,65,0
4940,330,0
4941,312,0
4942,155,0
4943,318,0
4944,17,0
4945,496,0
4946,128,60
4947,278,0
4948,249,10
4949,188,0
4950,72,5
4951,196,0
4952,14,0
4953,0,0
4954,104,0
4955,379,6
4956,15,0
4957,0,0
4958,0,0
4959,0,0
4960,0,0
4961,0,0
4962,0,0
4963,57,0
4964,0,0
4965,0,0
4966,3,0
4967,0,0
4968,0,0
4969,0,0
4970,0,0
4971,0,0
4972,0,0
4973,0,0
4974,24,382
4975,24,410
4976,0,0
4977,363,0
4978,3,0
4979,0,0
4980,207,0
4981,72,0
4982,78,0
4983,176,0
4984,176,0
4985,157,0
4986,0,0
4987,45,0
4988,76,0
4989,22,0
4990,20,0
4991,150,0
4992,160,0
4993,209,0
4994,182,0
4995,176,0
4996,93,0
4997,162,0
4998,128,0
4999,109,0
5000,113,0
5001,15,0
5002,5,4
5003,277,3
5004,175,0
5005,31,0
5006,18,0
5007,63,0
5008,338,34
5009,45,11
5010,69,0
5011,193,0
5012,12,0
5013,23,0
5014,238,0
5015,183,0
5016,187,0
5017,302,0
5018,326,0
5019,139,0
5020,90,0
5021,202,5
5022,165,0
5023,165,7
5024,127,0
5025,67,0
5026,108,0
5027,43,0
5028,0,0
5029,0,0
5030,0,0
5031,211,0
5032,46,0
5033,0,0
5034,256,0
5035,450,0
5036,344,0
5037,182,0
5038,61,0
5039,137,0
5040,180,0
5041,101,0
5042,108,0
5043,183,0
5044,0,0
5045,132,0
5046,107,0
5047,367,0
5048,179,0
5049,204,0
5050,108,0
5051,0,0
5052,14,0
5053,197,0
5054,146,0
5055,105,0
5056,303,0
5057,162,0
5058,0,0
5059,86,0
5060,179,6
5061,113,0
5062,72,0
5063,471,0
5064,96,0
5065,183,57
5066,0,0
5067,209,0
5068,104,0
5069,92,0
5070,152,0
5071,132,0
5072,197,14
5073,98,0
5074,91,0
5075,163,5
5076,212,0
5077,202,0
5078,102,0
5079,140,0
5080,0,0
5081,139,6
5082,221,0
5083,148,5
5084,0,0
5085,269,0
5086,68,0
5087,267,0
5088,179,0
5089,184,0
5090,87,0
5091,579,0
5092,237,0
5093,125,0
5094,124,0
5095,191,0
5096,111,0
5097,51,0
5098,118,0
5099,166,6
5100,154,5
5101,115,0
5102,124,0
5103,104,3
5104,250,5
5105,48,0
5106,130,0
5107,183,0
5108,122,9
5109,0,0
5110,0,0
5111,94,0
5112,120,8
5113,168,0
5114,0,0
5115,117,0
5116,271,0
5117,82,0
5118,204,9
5119,68,0
5120,284,0
5121,0,0
5122,0,0
5123,517,0
5124,164,0
5125,297,0
5126,351,0
5127,198,11
5128,0,0
5129,681,0
5130,130,0
5131,95,0
5132,0,0
5133,402,0
5134,280,0
5135,60,0
5136,0,0
5137,275,0
5138,0,0
5139,0,0
5140,1,0
5141,1,0
5142,0,0
5143,0,0
5144,0,0
5145,0,0
5146,0,0
5147,0,0
5148,0,0
5149,0,0
5150,0,0
5151,0,0
5152,0,0
5153,0,0
5154,0,0
5155,1,0
5156,0,0
5157,0,0
5158,157,0
5159,0,0
5160,937,0
5161,0,0
5162,0,0
5163,216,0
5164,195,0
5165,116,0
5166,62,0
5167,248,0
5168,203,0
5169,91,0
5170,99,2
5171,259,0
5172,105,0
5173,917,0
5174,161,0
5175,260,134
5176,295,0
5177,106,0
5178,183,0
5179,0,0
5180,25,0
5181,359,0
5182,0,0
5183,196,0
5184,51,0
5185,564,0
5186,459,0
5187,0,0
5188,121,0
5189,148,5
5190,209,0
5191,182,0
5192,150,0
5193,686,0
5194,181,0
5195,200,0
5196,0,1
5197,41,1
5198,31,0
5199,1,0
5200,0,0
5201,0,0
5202,96,0
5203,8,0
5204,198,0
5205,227,0
5206,52,0
5207,3,0
5208,0,0
5209,162,0
5210,0,0
5211,0,0
5212,6,0
5213,80,0
5214,0,0
5215,271,665
5216,80,78
5217,0,0
5218,0,0
5219,30,0
5220,22,0
5221,0,0
5222,66,0
5223,73,0
5224,180,0
5225,249,18
5226,43,0
5227,126,0
5228,123,0
5229,186,0
5230,0,0
5231,172,0
5232,122,0
5233,164,0
5234,84,0
5235,124,0
5236,66,0
5237,142,0
5238,227,0
5239,157,0
5240,110,6
5241,0,0
5242,263,0
5243,330,5
5244,0,0
5245,118,0
5246,38,0
5247,171,0
5248,9,0
5249,0,0
5250,220,6
5251,29,0
5252,78,0
5253,144,0
5254,137,0
5255,4,0
5256,24,0
5257,114,0
5258,52,0
5259,17,0
5260,15,0
5261,135,0
5262,165,0
5263,107,0
5264,199,0
5265,130,0
5266,66,0
5267,36,0
5268,152,0
5269,135,0
5270,321,0
5271,213,5
5272,105,0
5273,113,0
5274,208,7
5275,204,124
5276,214,0
5277,124,0
5278,246,0
5279,157,0
5280,84,0
5281,0,0
5282,107,0
5283,20,0
5284,133,0
5285,108,0
5286,139,0
5287,353,0
5288,100,0
5289,117,0
5290,117,0
5291,20,0
5292,120,0
5293,143,7
5294,160,117
5295,178,0
5296,204,0
5297,163,0
5298,0,0
5299,273,0
5300,242,27
5301,51,0
5302,209,0
5303,257,0
5304,0,0
5305,182,0
5306,122,0
5307,158,7
5308,139,0
5309,18,0
5310,141,0
5311,23,0
5312,41,0
5313,26,0
5314,40,0
5315,47,0
5316,118,0
5317,85,0
5318,22,0
5319,114,0
5320,128,0
5321,142,0
5322,52,0
5323,114,7
5324,20,0
5325,47,0
5326,45,0
5327,134,0
5328,140,0
5329,92,6
5330,50,0
5331,0,0
5332,103,0
5333,44,0
5334,0,0
5335,25,0
5336,105,0
5337,481,0
5338,0,0
5339,0,0
5340,0,0
5341,0,0
5342,0,0
5343,38,278
5344,1,0
5345,1,0
5347,123,0
5348,0,0
5349,254,59
5350,1079,6
5351,301,0
5352,191,0
5353,0,0
5354,0,0
5355,654,0
5356,181,0
5357,511,9
5358,426,0
5359,0,0
5360,0,0
5361,152,0
5362,0,0
5363,0,0
5364,0,0
5365,167,0
5366,163,0
5367,360,0
5368,231,0
5369,185,0
5370,545,0
5371,7,0
5372,0,0
5373,100,0
5374,78,0
5375,0,0
5376,0,0
5377,59,0
5378,61,0
5379,32,0
5380,291,0
5381,0,0
5382,96,0
5383,264,0
5384,71,0
5385,0,0
5386,1361,0
5387,743,0
5388,829,0
5389,0,0
5390,388,0
5391,50,0
5392,0,15
5393,0,0
5394,0,0
5395,752,0
5396,318,0
5397,0,0
5398,29,0
5399,549,0
5400,450,0
5401,760,0
5402,0,0
5403,0,0
5404,0,0
5405,895,0
5406,70,0
5407,1085,0
5408,0,0
5409,926,0
5410,825,0
5411,2050,0
5412,670,0
5413,652,0
5414,394,0
5415,197,0
5416,0,0
5417,206,0
5418,500,7
5419,125,0
5420,21,0
5421,155,0
5422,207,0
5423,13,0
5424,293,11
5425,133,0
5426,533,0
5427,296,0
5428,694,0
5429,268,0
5430,229,6
5431,354,12
5432,591,0
5433,315,0
5434,303,0
5435,1649,0
5436,118,0
5437,390,0
5438,975,0
5439,180,0
5440,630,0
5441,261,0
5442,250,0
5443,205,6
5444,519,0
5445,172,4
5446,177,6
5447,490,103
5448,199,0
5449,1053,0
5450,199,0
5451,281,0
5452,297,3
5453,135,0
5454,416,0
5455,466,0
5456,152,0
5457,80,6
5458,0,0
5459,0,0
5460,103,0
5461,0,0
5462,0,0
5463,0,0
5464,317,0
5465,263,6
5466,165,0
5467,60,0
5468,0,0
5469,0,0
5470,0,0
5471,0,0
5472,284,0
5473,210,0
5474,142,0
5475,33,0
5476,345,3
5477,356,0
5478,0,0
5479,178,0
5480,160,0
5481,6,0
5482,0,0
5483,308,0
5484,203,0
5485,420,0
5486,421,0
5487,568,0
5488,112,0
5489,156,0
5490,464,1
5491,331,27
5492,142,0
5493,0,0
5494,179,0
5495,0,0
5496,0,0
5497,0,0
5498,367,0
5499,351,0
5500,0,0
5501,0,0
5502,0,0
5503,0,0
5504,261,70
5505,23,0
5506,0,0
5507,248,0
5508,211,85
5509,136,0
5510,184,0
5511,261,0
5512,315,66
5513,323,0
5514,250,0
5515,198,0
5516,0,0
5517,0,0
5518,315,54
5519,147,0
5520,137,0
5521,14,0
5522,0,0
5523,3,3
5524,392,0
5525,117,0
5526,438,0
5527,406,0
5528,84,0
5529,254,0
5530,363,1
5531,504,0
5532,407,12
5533,155,0
5534,339,0
5535,0,13
5536,215,0
5537,1,0
5538,123,43
5539,287,0
5540,491,0
5541,0,0
5542,307,0
5543,252,0
5544,270,0
5545,48,0
5546,218,0
5547,236,0
5548,135,0
5549,273,0
5550,169,0
5551,227,0
5552,183,0
5553,592,0
5554,0,0
5555,220,0
5556,234,0
5557,461,0
5558,377,5
5559,562,0
5560,311,0
5561,546,0
5562,568,0
5563,493,2
5564,201,0
5565,413,0
5566,381,0
5567,0,0
5568,0,0
5569,388,0
5570,286,123
5571,0,0
5572,569,0
5573,248,0
5574,253,0
5575,499,0
5576,0,0
5577,0,0
5578,868,0
5579,0,0
5580,225,0
5581,0,0
5582,263,0
5583,382,0
5584,251,0
5585,316,0
5586,564,0
5587,432,138
5588,498,214
5589,0,0
5590,0,0
5591,0,0
5592,177,0
5593,131,0
5594,184,0
5595,442,28
5596,641,0
5597,301,0
5598,0,0
5599,425,0
5600,41,0
5601,25,0
5602,118,8
5603,553,6
5604,1841,0
5605,2107,4
5606,173,0
5607,130,0
5608,432,0
5609,669,0
5610,536,0
5611,639,0
5612,0,0
5613,418,0
5614,269,0
5615,515,0
5616,259,0
5617,671,0
5618,601,0
5619,342,0
5620,0,0
5621,412,0
5622,301,0
5623,13,0
5624,198,0
5625,204,0
5626,243,0
5627,1368,0
5628,582,0
5629,394,0
5630,229,0
5631,315,0
5632,208,0
5633,989,0
5634,1,0
5635,14,0
5636,246,4
5637,314,0
5638,199,0
5639,178,0
5640,56,0
5641,153,0
5642,208,0
5643,706,0
5644,437,0
5645,262,0
5646,1053,0
5647,378,0
5648,0,0
5649,423,0
5650,230,0
5651,404,0
5652,206,0
5653,368,0
5654,774,0
5655,593,0
5656,758,0
5657,231,6
5658,0,0
5659,605,6
5660,1002,0
5661,411,20
5662,72,0
5663,37,0
5664,86,0
5665,255,0
5666,355,0
5667,500,0
5668,299,2
5669,93,0
5670,224,0
5671,66,0
5672,138,87
5673,83,0
5674,32,23
5675,0,0
5676,0,0
5677,159,0
5678,0,0
5679,98,0
5680,131,0
5681,425,0
5682,0,0
5683,0,0
5684,37,0
5685,98,1
5686,0,0
5687,320,0
5688,0,0
5689,100,0
5690,0,1
5691,478,0
5692,0,0
5693,170,1
5694,0,0
5695,216,0
5696,0,0
5697,0,0
5698,0,0
5699,466,0
5700,0,0
5701,410,0
5702,372,0
5703,0,0
5704,483,140
5705,0,0
5706,123,0
5707,0,0
5708,231,0
5709,0,0
5710,791,37
5711,264,0
5712,361,0
5713,429,0
5714,682,0
5715,446,0
5716,350,80
5717,247,0
5718,314,0
5719,402,0
5720,1339,0
5721,234,0
5722,219,0
5723,183,0
5724,91,0
5725,227,0
5726,686,0
5727,259,0
5728,89,0
5729,143,0
5730,199,0
5731,269,4
5732,355,0
5733,219,0
5734,703,0
5735,188,0
5736,159,0
5737,108,0
5738,287,0
5739,402,0
5740,826,0
5741,646,0
5742,275,0
5743,946,0
5744,0,0
5745,423,63
5746,604,3
5747,472,0
5748,413,0
5749,481,0
5750,143,0
5751,203,0
5752,317,0
5753,367,0
5754,524,14
5755,155,0
5756,352,0
5757,450,0
5758,454,1
5759,158,10
5760,325,0
5761,204,28
5762,336,0
5763,367,0
5764,472,3
5765,375,0
5766,206,0
5767,0,0
5768,224,5
5769,0,0
5770,463,139
5771,268,0
5772,251,0
5773,250,0
5774,136,0
5775,273,0
5776,224,9
5777,4,18
5778,1,0
5779,325,0
5780,382,0
5781,250,0
5782,225,6
5783,0,4
5784,135,2
5785,139,0
5786,213,0
5787,177,0
5788,29,0
5789,137,0
5790,70,0
5791,295,87
5792,432,72
5793,194,0
5794,597,0
5795,31,0
5796,309,0
5797,25,0
5798,115,0
5799,0,0
5800,255,71
5801,336,0
5802,160,0
5803,4,0
5804,47,0
5805,408,0
5806,183,0
5807,153,0
5808,0,0
5809,132,105
5810,567,0
5811,30,2
5812,397,0
5813,84,2
5814,826,0
5815,159,57
5816,54,0
5817,394,0
5818,54,0
5819,40,119
5820,7,0
5821,0,0
5822,8,0
5823,226,0
5824,149,0
5825,0,0
5826,19,0
5827,0,0
5828,249,0
5829,3,3
5830,202,0
5831,379,0
5832,354,0
5833,138,0
5834,272,0
5835,257,0
5836,238,11
5837,161,0
5838,73,0
5839,135,0
5840,174,0
5841,220,0
5842,182,0
5843,268,0
5844,313,29
5845,163,0
5846,70,0
5847,284,0
5848,188,0
5849,126,0
5850,123,8
5851,0,0
5852,0,0
5853,0,0
5854,346,0
5855,1,0
5856,229,0
5857,59,0
5858,63,0
5859,0,0
5860,90,0
5861,0,0
5862,290,0
5863,0,0
5864,0,0
5865,0,0
5866,733,0
5867,253,0
5868,297,0
5869,740,0
5870,226,0
5871,4,0
5872,970,0
5873,151,0
5874,693,0
5875,811,0
5876,1093,0
5877,182,24
5878,244,0
5879,1488,0
5880,515,0
5881,387,0
5882,583,0
5883,441,0
5884,152,0
5885,210,0
5886,169,0
5887,299,0
5888,223,0
5889,0,0
5890,238,0
5891,252,0
5892,25,0
5893,465,0
5894,592,12
5895,0,0
5896,71,0
5897,215,5
5898,311,0
5899,424,89
5900,648,113
5901,254,4
5902,409,154
5903,59,0
5904,2374,6
5905,977,0
5906,932,0
5907,532,0
5908,467,0
5909,277,0
5910,543,0
5911,758,6
5912,222,0
5913,154,0
5914,0,0
5915,155,0
5916,534,0
5917,420,0
5918,752,216
5919,1078,215
5920,403,0
5921,454,0
5922,292,0
5923,132,0
5924,336,0
5925,469,0
5926,905,0
5927,197,0
5928,0,0
5929,204,0
5930,79,0
5931,0,0
5932,424,0
5933,323,0
5934,662,0
5935,380,0
5936,0,0
5937,237,0
5938,239,0
5939,0,0
5940,719,0
5941,0,0
5942,0,0
5943,0,0
5944,0,0
5945,834,0
5946,236,0
5947,142,0
5948,15,0
5949,254,0
5950,906,0
5951,481,0
5952,408,0
5953,806,35
5954,494,0
5955,164,0
5956,144,8
5957,59,0
5958,222,0
5959,275,824
5960,865,0
5961,151,38
5962,201,0
5963,0,0
5964,454,0
5965,104,0
5966,1247,0
5967,83,0
5968,582,0
5969,243,0
5970,0,0
5971,0,0
5972,410,0
5973,232,0
5974,0,0
5975,73,0
5976,190,0
5977,243,0
5978,289,0
5979,0,0
5980,24,6
5981,197,0
5982,199,0
5983,361,0
5984,840,0
5985,613,0
5986,707,0
5987,0,0
5988,0,0
5990,221,0
5991,0,0
5992,174,0
5993,0,0
5994,121,0
5995,87,131
5996,266,0
5997,443,165
5998,0,2
5999,370,0
6000,0,0
6001,174,0
6002,148,0
6003,302,77
6004,0,0
6005,246,0
6006,105,0
6007,157,13
6008,524,0
6009,165,0
6010,864,0
6011,359,0
6012,241,0
6013,0,0
6014,351,0
6015,184,0
6016,322,0
6017,266,0
6018,304,185
6019,386,0
6020,419,62
6021,0,0
6022,323,0
6023,201,74
6024,287,0
6025,523,0
6026,247,0
6027,27,0
6028,66,0
6029,0,4
6030,214,0
6031,153,10
6032,288,0
6033,238,0
6034,235,0
6035,226,0
6036,212,0
6037,254,6
6038,655,0
6039,176,5
6040,37,0
6041,296,0
6042,225,0
6043,333,0
6044,168,0
6045,174,0
6046,598,0
6047,286,0
6048,206,5
6049,259,0
6050,188,11
6051,336,0
6052,220,0
6053,332,0
6054,273,0
6055,227,0
6056,1024,0
6057,193,0
6058,155,0
6059,222,0
6060,205,0
6061,260,0
6062,162,5
6063,61,0
6064,297,5
6065,154,0
6066,215,2
6067,518,0
6068,270,0
6069,0,0
6070,178,0
6071,0,0
6072,72,0
6073,424,30
6074,396,0
6075,348,0
6076,329,0
6077,0,0
6078,307,1
6079,401,0
6080,0,0
6081,0,0
6082,339,10
6083,192,0
6084,0,0
6085,0,0
6086,0,0
6087,243,0
6088,229,10
6089,82,0
6090,605,0
6091,432,252
6092,379,0
6093,1631,0
6094,520,0
6095,184,0
6096,479,0
6097,359,0
6098,614,0
6099,214,0
