MAZ2010,TOTAL_HOUSEHOLDS,TOTAL_GQ
2113,170,0
2114,463,0
2115,0,0
2116,1048,0
2117,664,0
2118,1054,0
2119,484,0
2120,194,0
2121,379,0
2122,629,0
2123,49,0
2124,65,0
2125,45,0
2126,128,0
2127,813,0
2128,72,0
2129,170,0
2130,382,0
2131,186,0
2132,33,0
2133,161,0
2134,613,0
2135,313,0
2136,610,0
2137,954,0
2138,688,0
2139,810,0
2140,0,0
2141,0,0
2142,16,0
2143,105,0
2144,199,0
2145,451,0
2146,1133,0
2147,223,0
2148,798,0
2149,678,0
2150,194,0
2151,240,0
2152,23,0
2153,368,0
2154,0,0
2155,0,0
2156,0,0
2157,829,0
2158,0,0
2159,0,0
2160,85,0
2161,304,0
2162,101,0
2163,681,0
2164,547,0
2165,446,0
2166,234,0
2167,691,0
2168,26,0
2169,0,0
2170,110,0
2171,191,0
2172,349,0
2173,266,0
2174,296,0
2175,459,0
2176,604,0
2177,334,0
2178,356,14
2179,855,0
2180,553,0
2181,690,0
2182,640,0
2183,0,0
2184,1250,0
2185,385,0
2186,572,0
2187,203,0
2188,771,0
2189,124,0
2190,498,0
2191,78,0
2192,192,0
2193,578,0
2194,589,0
2195,638,6
2196,0,0
2197,691,0
2198,336,0
2199,991,48
2200,503,0
2201,843,0
2202,218,0
2203,115,0
2204,655,0
2205,347,0
2206,483,0
2207,600,0
2208,911,0
2209,0,0
2210,661,12
2211,0,0
2212,920,0
2213,619,0
2214,224,0
2215,404,0
2216,111,0
2217,381,0
2218,266,0
2219,159,0
2220,404,0
2221,224,0
2222,175,0
2223,0,121
2224,0,0
2225,284,0
2226,372,0
2227,222,0
2228,507,0
2229,247,0
2230,172,0
2231,682,6
2232,427,0
2233,0,0
2234,180,0
2235,792,0
2236,409,0
2237,0,0
2238,424,0
2239,632,0
2240,508,0
2241,0,0
2242,1156,218
2243,285,0
2244,476,97
2245,36,0
2246,0,0
2247,385,0
2248,0,0
2249,444,0
2250,412,0
2251,0,0
2252,0,0
2253,425,0
2254,934,0
2255,1962,0
2256,1013,0
2257,56,0
2258,837,0
2259,42,0
2260,469,0
2261,535,0
2262,4,4
2263,628,0
2264,299,9
2265,181,0
2266,88,0
2267,98,0
2268,545,0
2269,569,0
2270,0,0
2271,472,0
2272,57,0
2273,696,2
2274,501,0
2275,456,0
2276,679,0
2277,177,0
2278,458,0
2279,920,0
2280,152,0
2281,152,0
2282,225,0
2283,248,0
2284,511,0
2285,44,59
2286,59,0
2287,268,0
2288,91,0
2289,416,0
2290,437,0
2291,478,0
2292,507,0
2293,270,0
2294,179,0
2295,863,194
2296,348,0
2297,10,5
2298,0,0
2299,33,0
2300,0,0
2301,270,0
2302,86,0
2303,159,88
2304,0,0
2305,403,0
2306,234,0
2307,133,0
2308,162,0
2309,13,0
2310,502,0
2311,121,191
2312,114,0
2313,0,0
2314,0,0
2315,452,0
2316,283,0
2317,0,0
2318,0,0
2319,0,14
2320,0,0
2321,0,0
2322,234,0
2323,190,0
2324,739,0
2325,0,0
2326,427,0
2327,327,0
2328,621,0
2329,619,0
2330,847,0
2331,700,0
2332,0,0
2333,4,0
2334,0,0
2335,0,0
2336,0,0
2337,0,0
2338,0,0
2339,0,0
2340,0,0
2341,0,0
2342,13,0
2343,0,0
2344,0,0
2345,0,0
2346,0,0
2347,1,0
2348,77,0
2349,0,0
2350,0,0
2351,0,0
2352,0,0
2353,0,0
2354,38,0
2355,0,0
2356,0,0
2357,0,3235
2358,0,0
2359,718,0
2360,347,0
2361,68,0
2362,482,0
2363,153,0
2364,146,0
2365,363,0
2366,260,0
2367,391,0
2368,104,0
2369,0,0
2370,136,0
2371,0,0
2372,206,0
2373,224,0
2374,234,0
2375,185,0
2376,0,0
2377,118,0
2378,125,0
2379,53,0
2380,90,0
2381,0,0
2382,58,0
2383,0,0
2384,0,0
2385,0,0
2386,0,0
2387,1,0
2388,0,0
2389,0,0
2390,1,0
2391,136,0
2392,105,0
2393,0,0
2394,0,0
2395,0,0
2396,0,0
2397,0,0
2398,1,0
2399,0,0
2400,0,0
2401,0,0
2402,3,0
2403,0,0
2404,0,0
2405,0,2141
2406,0,0
2407,0,0
2408,0,0
2409,86,0
2410,96,0
2411,223,5
2412,95,0
2413,121,0
2414,92,0
2415,205,0
2416,191,0
2417,137,0
2418,174,5
2419,101,0
2420,102,0
2421,78,0
2422,74,0
2423,66,0
2424,165,6
2425,81,0
2426,87,0
2427,57,0
2428,66,0
2429,173,0
2430,242,0
2431,125,0
2432,147,0
2433,164,0
2434,96,0
2435,147,0
2436,33,0
2437,342,0
2438,11,0
2439,231,0
2440,162,6
2441,87,0
2442,142,0
2443,66,3
2444,52,0
2445,65,0
2446,104,0
2447,106,0
2448,341,300
2449,76,0
2450,219,0
2451,530,0
2452,0,0
2453,2,0
2454,0,0
2455,0,0
2456,0,0
2457,0,0
2458,0,0
2459,0,0
2460,0,0
2461,1,0
2462,0,0
2463,0,0
2464,0,0
2465,0,0
2466,0,0
2467,0,0
2468,0,0
2469,0,0
2470,0,0
2471,0,0
2472,0,0
2473,271,0
2474,851,0
2475,213,0
2476,336,0
2477,1,0
2478,0,0
2479,193,0
2480,0,0
2481,148,0
2482,629,0
2483,164,0
2484,259,0
2485,468,0
2486,86,0
2487,162,0
2488,150,0
2489,0,0
2490,338,0
2491,145,0
2492,46,0
2493,303,0
2494,358,0
2495,677,0
2496,222,0
2497,175,0
2498,123,0
2499,218,0
2500,487,0
2501,29,0
2502,169,0
2503,103,0
2504,340,0
2505,445,0
2506,121,0
2507,410,0
2508,252,0
2509,392,0
2510,125,0
2511,0,0
2512,35,0
2513,9,0
2514,1,0
2515,0,0
2516,169,6
2517,0,0
2518,557,0
2519,0,0
2520,0,0
2521,0,0
2522,0,0
2523,0,0
2524,0,0
2525,0,0
2526,0,0
2527,1,0
2528,0,0
2529,0,0
2530,1,0
2531,0,0
2532,0,0
2533,0,0
2534,0,0
2535,0,0
2536,0,0
2537,0,0
2538,0,0
2539,0,0
2540,0,0
2541,0,0
2542,0,0
2543,0,0
2544,0,0
2545,0,0
2546,0,0
2547,0,0
2548,0,0
2549,0,0
2550,2,0
2551,35,0
2552,1,0
2553,0,0
2554,142,30
2555,116,4
2556,113,0
2557,212,0
2558,166,0
2559,137,8
2560,121,0
2561,257,0
2562,5,0
2563,197,0
2564,179,0
2565,381,0
2566,106,0
2567,222,7
2568,310,3
2569,0,0
2570,184,4
2571,120,0
2572,452,0
2573,0,0
2574,403,0
2575,173,0
2576,95,0
2577,82,0
2578,111,0
2579,120,0
2580,57,0
2581,113,0
2582,812,0
2583,0,0
2584,89,9
2585,126,0
2586,283,0
2587,428,91
2588,241,0
2589,660,304
2590,190,0
2591,151,0
2592,241,0
2593,566,0
2594,409,9
2595,352,0
2596,409,0
2597,233,0
2598,488,0
2599,398,108
2600,144,2
2601,456,0
2602,348,8
2603,343,0
2604,590,0
2605,494,0
2606,361,0
2607,358,0
2608,107,0
2609,752,0
2610,607,0
2611,589,0
2612,98,9
2613,199,0
2614,179,0
2615,365,0
2616,188,0
2617,206,0
2618,304,0
2619,523,0
2620,349,14
2621,734,0
2622,641,0
2623,300,1
2624,361,0
2625,113,9
2626,317,0
2627,87,0
2628,169,4
2629,89,0
2630,100,0
2631,209,0
2632,202,0
2633,205,0
2634,198,9
2635,100,0
2636,267,0
2637,232,0
2638,178,0
2639,112,4
2640,258,0
2641,90,0
2642,104,0
2643,79,1
2644,158,7
2645,416,0
2646,226,2
2647,206,0
2648,240,0
2649,127,0
2650,173,14
2651,219,0
2652,189,0
2653,276,0
2654,218,21
2655,72,6
2656,208,38
2657,153,0
2658,163,0
2659,123,1
2660,0,0
2661,450,0
2662,134,0
2663,194,0
2664,200,0
2665,208,7
2666,332,16
2667,245,0
2668,63,8
2669,167,9
2670,157,0
2671,116,0
2672,113,0
2673,128,0
2674,76,0
2675,109,6
2676,104,0
2677,0,0
2678,72,0
2679,44,0
2680,43,6
2681,18,0
2682,214,0
2683,0,0
2684,0,0
2685,0,0
2686,0,0
2687,0,0
2688,308,0
2689,706,0
2690,837,0
2691,382,0
2692,721,0
2693,537,7
2694,241,0
2695,287,0
2696,143,0
2697,219,0
2698,85,0
2699,1,0
2700,93,7
2701,57,0
2702,403,0
2703,252,0
2704,0,0
2705,119,7
2706,60,6
2707,149,0
2708,94,0
2709,261,0
2710,228,15
2711,107,0
2712,141,0
2713,102,0
2714,287,0
2715,155,0
2716,170,6
2717,274,0
2718,86,0
2719,143,0
2720,109,0
2721,175,0
2722,255,0
2723,124,0
2724,130,0
2725,397,0
2726,258,0
2727,191,0
2728,137,2
2729,315,11
2730,216,8
2731,257,0
2732,201,0
2733,274,0
2734,339,0
2735,394,0
2736,175,0
2737,195,0
2738,272,3
2739,370,2
2740,141,3
2741,156,0
2742,291,0
2743,191,0
2744,138,0
2745,93,0
2746,149,1
2747,152,0
2748,131,8
2749,195,0
2750,142,0
2751,191,0
2752,130,0
2753,263,0
2754,142,13
2755,259,0
2756,213,0
2757,194,0
2758,292,0
2759,0,0
2760,0,0
2761,0,0
2762,0,0
2763,0,0
2764,203,0
2765,203,3
2766,309,11
2767,146,5
2768,311,0
2769,243,8
2770,267,0
2771,328,0
2772,269,10
2773,219,7
2774,146,0
2775,17,7
2776,186,3
2777,181,0
2778,116,7
2779,178,0
2780,109,0
2781,212,16
2782,0,0
2783,132,0
2784,210,6
2785,197,6
2786,0,0
2787,767,0
2788,0,0
2789,0,0
2790,0,0
2791,0,0
2792,0,0
2793,0,0
2794,0,0
2795,8,0
2796,16,0
2797,104,0
2798,82,0
2799,133,0
2800,162,0
2801,111,0
2802,233,0
2803,0,0
2804,274,0
2805,802,0
2806,58,0
2807,200,0
2808,193,0
2809,507,0
2810,311,0
2811,367,0
2812,192,0
2813,387,0
2814,0,0
2815,0,0
2816,0,0
2817,0,0
2818,305,0
2819,83,0
2820,0,0
2821,25,0
2822,281,0
2823,326,0
2824,159,0
2825,455,0
2826,550,0
2827,395,0
2828,722,0
2829,953,0
2830,212,0
2831,829,0
2832,143,0
2833,369,0
2834,222,0
2835,119,0
2836,18,0
2837,179,0
2838,1300,0
2839,15,0
2840,126,0
2841,715,0
2842,227,0
2843,113,0
2844,165,0
2845,64,0
2846,325,0
2847,492,0
2848,132,0
2849,195,0
2850,128,9
2851,207,7
2852,173,0
2853,63,0
2854,181,0
2855,123,0
2856,207,0
2857,184,0
2858,107,0
2859,195,0
2860,189,0
2861,138,0
2862,115,0
2863,340,0
2864,0,0
2865,595,0
2866,343,0
2867,32,0
2868,269,0
2869,241,0
2870,0,0
2871,0,0
2872,0,0
2873,0,0
2874,0,0
2875,0,0
2876,0,0
2877,0,0
2878,28,0
2879,0,0
2880,0,0
2881,126,0
2882,0,0
2883,408,0
2884,337,0
2885,476,0
2886,341,0
2887,251,0
2888,146,0
2889,189,0
2890,277,0
2891,637,0
2892,0,0
2893,126,0
2894,75,0
2895,132,0
2896,131,0
2897,48,0
2898,124,0
2899,263,0
2900,349,0
2901,147,12
2902,179,0
2903,194,0
2904,199,0
2905,209,0
2906,302,0
2907,41,0
2908,111,0
2909,153,8
2910,86,0
2911,6,0
2912,103,6
2913,159,0
2914,32,0
2915,229,10
2916,116,0
2917,89,0
2918,83,0
2919,232,4
2920,183,0
2921,138,10
2922,11,0
2923,134,0
2924,151,0
2925,24,0
2926,141,0
2927,77,0
2928,113,0
2929,63,0
2930,30,12
2931,164,12
2932,97,6
2933,205,0
2934,262,0
2935,282,7
2936,214,0
2937,99,0
2938,35,0
2939,370,0
2940,494,0
2941,0,0
2942,73,31
2943,0,0
2944,0,0
2945,0,0
2946,0,0
2947,167,0
2948,307,6
2949,152,7
2950,113,0
2951,370,0
2952,304,8
2953,187,0
2954,142,6
2955,69,6
2956,148,0
2957,0,0
2958,0,0
2959,0,0
2960,0,0
2961,0,0
2962,0,0
2963,15,1663
2964,0,0
2965,0,0
2966,0,0
2967,0,0
2968,0,0
2969,9,0
2970,1,0
2971,10,0
2972,0,0
2973,6,0
2974,0,0
2975,407,7
2976,438,0
2977,263,0
2978,86,0
2979,178,17
2980,136,6
2981,92,0
2982,193,6
2983,128,0
2984,115,6
2985,160,0
2986,185,0
2987,145,0
2988,76,0
2989,117,6
2990,321,0
2991,285,3
2992,418,0
2993,130,0
2994,115,0
2995,109,0
2996,86,0
2997,122,0
2998,140,6
2999,0,0
3000,184,7
3001,121,0
3002,33,0
3003,114,0
3004,121,0
3005,283,0
3006,159,6
3007,154,0
3008,80,8
3009,84,0
3010,424,0
3011,250,0
3012,225,0
3013,167,0
3014,114,0
3015,146,0
3016,150,0
3017,41,0
3018,93,0
3019,120,0
3020,85,0
3021,145,0
3022,78,0
3023,110,0
3024,205,0
3025,79,0
3026,125,0
3027,474,0
3028,151,4
3029,110,0
3030,75,0
3031,35,0
3032,142,0
3033,195,0
3034,74,0
3035,204,0
3036,135,0
3037,133,0
3038,29,0
3039,204,0
3040,115,0
3041,183,0
3042,168,0
3043,268,0
3044,110,0
3045,88,6
3046,41,0
3047,204,0
3048,66,0
3049,179,0
3050,609,8
3051,105,0
3052,241,0
3053,519,0
3054,267,0
3055,225,0
3056,98,0
3057,77,0
3058,146,0
3059,86,0
3060,57,0
3061,267,7
3062,90,5
3063,217,0
3064,303,0
3065,58,0
3066,167,0
3067,393,0
3068,454,0
3069,331,0
3070,146,0
3071,91,0
3072,297,0
3073,244,0
3074,202,0
3075,267,0
3076,175,0
3077,139,0
3078,124,0
3079,114,6
3080,107,0
3081,140,7
3082,0,0
3083,159,7
3084,151,0
3085,227,16
3086,172,0
3087,480,0
3088,54,0
3089,378,0
3090,382,0
3091,542,0
3092,9,0
3093,305,5
3094,583,0
3095,992,0
3096,168,0
3097,572,0
3098,74,0
3099,25,0
3100,189,0
3101,276,0
3102,348,0
3103,0,0
3104,215,0
3105,677,0
3106,289,0
3107,70,9
3108,121,0
3109,108,0
3110,156,0
3111,102,0
3112,113,0
3113,101,0
3114,114,0
3115,56,0
3116,185,0
3117,94,0
3118,194,0
3119,156,4
3120,88,8
3121,146,0
3122,88,0
3123,109,0
3124,132,0
3125,80,7
3126,65,0
3127,115,3
3128,101,0
3129,216,0
3130,327,0
3131,133,0
3132,526,0
3133,405,0
3134,339,0
3135,184,0
3136,121,12
3137,146,0
3138,319,0
3139,199,7
3140,179,0
3141,195,22
3142,0,0
3143,110,0
3144,118,0
3145,0,0
3146,52,22
3147,115,6
3148,127,0
3149,158,6
3150,29,0
3151,54,0
3152,142,0
3153,142,0
3154,223,0
3155,106,0
3156,88,0
3157,194,0
3158,187,4
3159,260,0
3160,163,8
3161,108,4
3162,108,0
3163,127,7
3164,100,0
3165,143,0
3166,173,7
3167,103,4
3168,126,0
3169,100,0
3170,171,6
3171,82,0
3172,93,6
3173,83,8
3174,87,0
3175,93,0
3176,123,0
3177,139,0
3178,85,0
3179,194,0
3180,247,3
3181,150,0
3182,151,0
3183,134,0
3184,272,0
3185,148,4
3186,137,0
3187,104,0
3188,169,0
3189,284,0
3190,0,0
3191,0,0
3192,701,0
3193,57,6
3194,234,0
3195,252,0
3196,243,0
3197,52,0
3198,166,0
3199,114,0
3200,438,0
3201,132,0
3202,241,0
3203,554,0
3204,87,0
3205,119,0
3206,240,0
3207,52,0
3208,166,0
3209,186,0
3210,123,0
3211,190,0
3212,224,9
3213,115,6
3214,182,0
3215,68,0
3216,114,0
3217,169,0
3218,85,0
3219,76,0
3220,116,4
3221,115,6
3222,85,6
3223,80,4
3224,261,0
3225,5,0
3226,35,0
3227,187,0
3228,182,0
3229,79,0
3230,331,11
3231,45,0
3232,87,10
3233,145,0
3234,109,3
3235,94,8
3236,76,0
3237,178,5
3238,172,0
3239,119,7
3240,59,0
3241,66,0
3242,106,0
3243,74,0
3244,128,0
3245,116,0
3246,225,4
3247,161,11
3248,109,0
3249,105,0
3250,118,0
3251,101,0
3252,219,0
3253,198,0
3254,150,0
3255,166,0
3256,193,0
3257,102,0
3258,237,0
3259,135,0
3260,197,0
3261,269,0
3262,217,0
3263,269,0
3264,94,6
3265,93,0
3266,303,0
3267,273,0
3268,484,0
3269,155,8
3270,201,0
3271,204,0
3272,296,0
3273,644,0
3274,64,0
3275,312,0
3276,685,0
3277,96,0
3278,858,0
3279,80,8
3280,105,0
3281,144,8
3282,86,0
3283,92,0
3284,149,4
3285,200,0
3286,122,6
3287,49,5
3288,70,0
3289,125,7
3290,114,8
3291,79,0
3292,79,0
3293,116,0
3294,269,5
3295,0,0
3296,0,0
3297,0,0
3298,37,0
3299,91,0
3300,0,0
3301,7,0
3302,47,0
3303,45,0
3304,17,0
3305,19,0
3306,63,23
3307,21,0
3308,25,0
3309,240,0
3310,148,0
3311,0,0
3312,140,0
3313,0,0
3314,149,0
3315,198,6
3316,102,0
3317,332,0
3318,505,0
3319,444,0
3320,256,0
3321,279,0
3322,298,0
3323,501,0
3324,436,0
3325,161,6
3326,13,0
3327,105,6
3328,126,0
3329,109,0
3330,151,0
3331,130,0
3332,85,0
3333,112,0
3334,175,0
3335,136,0
3336,77,0
3337,198,0
3338,72,0
3339,335,0
3340,150,0
3341,73,6
3342,89,0
3343,43,0
3344,170,0
3345,50,0
3346,231,0
3347,189,0
3348,240,0
3349,0,0
3350,276,175
3351,145,25
3352,727,2
3353,37,0
3354,148,0
3355,142,0
3356,67,0
3357,178,0
3358,352,0
3359,434,0
3360,185,0
3361,107,0
3362,180,0
3363,169,0
3364,170,0
3365,233,0
3366,74,0
3367,89,5
3368,122,0
3369,75,0
3370,122,7
3371,174,12
3372,183,0
3373,155,13
3374,136,0
3375,0,0
3376,236,0
3377,182,9
3378,44,0
3379,56,5
3380,47,0
3381,50,0
3382,89,0
3383,175,8
3384,143,6
3385,167,0
3386,146,7
3387,81,0
3388,72,7
3389,99,0
3390,230,0
3391,76,0
3392,115,0
3393,244,0
3394,78,0
3395,0,0
3396,221,11
3397,54,0
3398,89,9
3399,87,0
3400,101,7
3401,75,0
3402,126,0
3403,155,7
3404,82,0
3405,109,0
3406,148,0
3407,118,0
3408,68,0
3409,110,0
3410,102,7
3411,152,0
3412,136,7
3413,116,0
3414,27,0
3415,85,6
3416,181,0
3417,52,0
3418,0,0
3419,65,6
3420,141,0
3421,92,7
3422,112,7
3423,119,0
3424,84,6
3425,99,0
3426,97,0
3427,305,0
3428,0,6
3429,122,0
3430,239,0
3431,134,0
3432,75,5
3433,53,6
3434,118,6
3435,90,0
3436,78,7
3437,158,0
3438,120,2
3439,137,0
3440,82,7
3441,109,0
3442,98,6
3443,150,0
3444,157,0
3445,100,12
3446,88,6
3447,172,17
3448,134,10
3449,112,0
3450,75,0
3451,57,0
3452,96,0
3453,147,0
3454,36,0
3455,166,7
3456,312,0
3457,266,7
3458,250,0
3459,310,6
3460,117,0
3461,0,0
3462,324,0
3463,75,0
3464,59,0
3465,178,0
3466,137,5
3467,121,0
3468,104,19
3469,124,0
3470,74,0
3471,324,2
3472,124,11
3473,143,17
3474,52,0
3475,202,0
3476,242,0
3477,94,0
3478,61,0
3479,124,0
3480,74,0
3481,250,0
3482,57,0
3483,0,0
3484,188,0
3485,89,0
3486,0,0
3487,147,0
3488,71,0
3489,106,0
3490,133,0
3491,111,0
3492,114,0
3493,100,0
3494,96,0
3495,153,0
3496,96,0
3497,185,0
3498,100,0
3499,53,0
3500,70,0
3501,83,0
3502,92,0
3503,100,0
3504,41,0
3505,73,0
3506,0,0
3507,126,17
3508,164,11
3509,198,0
3510,108,2
3511,74,94
3512,65,8
3513,185,6
3514,22,0
3515,131,0
3516,71,9
3517,44,9
3518,120,0
3519,125,17
3520,202,0
3521,163,0
3522,71,0
3523,395,0
3524,169,0
3525,246,0
3526,118,0
3527,125,6
3528,393,0
3529,162,0
3530,258,0
3531,158,0
3532,242,0
3533,22,0
3534,22,0
3535,22,0
3536,22,0
3537,8,579
3538,0,0
3539,0,0
3540,30,2004
3541,135,0
3542,368,0
3543,286,0
3544,285,0
3545,252,0
3546,129,5
3547,103,7
3548,84,0
3549,5,0
3550,166,7
3551,53,0
3552,114,0
3553,127,0
3554,25,0
3555,202,0
3556,200,0
3557,57,8
3558,197,7
3559,215,0
3560,276,0
3561,110,0
3562,93,0
3563,127,0
3564,222,6
3565,143,0
3566,21,0
3567,8,0
3568,15,0
3569,125,0
3570,73,0
3571,155,0
3572,107,0
3573,138,0
3574,158,0
3575,167,0
3576,109,5
3577,138,0
3578,128,7
3579,162,9
3580,188,13
3581,0,0
3582,35,0
3583,68,0
3584,120,0
3585,351,0
3586,107,0
3587,20,0
3588,101,0
3589,191,0
3590,180,0
3591,76,0
3592,79,0
3593,173,0
3594,209,0
3595,309,0
3596,1027,0
3597,109,0
3598,72,0
3599,546,0
3600,208,0
3601,291,0
3602,25,0
3603,377,0
3604,250,0
3605,461,2
3606,406,0
3607,83,0
3608,68,3
3609,0,0
3610,34,0
3611,104,0
3612,111,0
3613,48,0
3614,9,3
3615,43,0
3616,149,4
3617,77,0
3618,78,0
3619,98,0
3620,108,0
3621,108,0
3622,47,0
3623,265,0
3624,89,6
3625,448,0
3626,488,0
3627,119,6
3628,0,0
3629,42,0
3630,407,5
3631,0,0
3632,0,0
3633,150,0
3634,10,0
3635,81,0
3636,72,0
3637,328,0
3638,0,0
3639,199,9
3640,174,4
3641,6,0
3642,87,0
3643,181,0
3644,116,0
3645,65,0
3646,110,0
3647,152,0
3648,134,31
3649,104,0
3650,42,0
3651,97,7
3652,109,7
3653,106,0
3654,85,0
3655,50,0
3656,81,0
3657,127,0
3658,99,38
3659,10,0
3660,72,0
3661,126,0
3662,104,0
3663,43,4
3664,164,80
3665,171,7
3666,280,6
3667,187,0
3668,167,24
3669,70,0
3670,331,0
3671,199,37
3672,235,0
3673,61,55
3674,37,0
3675,130,5
3676,79,0
3677,111,0
3678,148,6
3679,191,0
3680,79,0
3681,0,0
3682,151,0
3683,52,0
3684,155,0
3685,188,0
3686,185,9
3687,0,0
3688,136,6
3689,126,0
3690,0,0
3691,123,0
3692,74,0
3693,150,3
3694,139,0
3695,107,0
3696,117,0
3697,40,0
3698,82,0
3699,83,0
3700,99,0
3701,60,0
3702,126,0
3703,222,0
3704,72,0
3705,132,0
3706,218,0
3707,188,5
3708,89,6
3709,67,0
3710,140,5
3711,85,0
3712,151,0
3713,68,0
3714,163,0
3715,76,0
3716,176,0
3717,55,0
3718,350,0
3719,175,0
3720,119,0
3721,192,0
3722,73,0
3723,123,0
3724,59,0
3725,110,0
3726,182,0
3727,201,0
3728,82,0
3729,84,0
3730,130,9
3731,133,0
3732,224,0
3733,112,0
3734,81,0
3735,71,0
3736,86,0
3737,115,0
3738,108,0
3739,124,0
3740,159,0
3741,128,0
3742,74,0
3743,68,0
3744,115,0
3745,66,0
3746,273,0
3747,49,0
3748,119,0
3749,25,0
3750,125,0
3751,150,0
3752,156,0
3753,153,0
3754,72,0
3755,164,0
3756,90,0
3757,180,0
3758,241,13
3759,147,0
3760,156,0
3761,176,0
3762,10,0
3763,263,0
3764,466,0
3765,0,0
3766,134,0
3767,170,0
3768,0,0
3769,245,0
3770,460,6
3771,137,0
3772,0,0
3773,54,0
3774,145,0
3775,63,0
3776,289,0
3777,220,0
3778,299,0
3779,382,6
3780,302,0
3781,0,0
3782,251,0
3783,139,0
3784,361,0
3785,157,0
3786,208,0
3787,79,0
3788,335,23
3789,88,0
3790,224,0
3791,156,0
3792,203,0
3793,255,0
3794,111,0
3795,221,9
3796,189,0
3797,139,7
3798,139,7
3799,173,0
3800,234,0
3801,320,3
3802,35,3
3803,244,0
3804,272,0
3805,138,0
3806,132,0
3807,170,13
3808,194,0
3809,240,0
3810,181,1
3811,116,0
3812,127,0
3813,199,0
3814,181,0
3815,163,0
3816,219,0
3817,205,0
3818,145,0
3819,200,0
3820,171,0
3821,262,0
3822,287,0
3823,129,34
3824,169,0
3825,155,0
3826,246,0
3827,161,44
3828,185,10
3829,123,0
3830,84,0
3831,209,0
3832,141,0
3833,228,0
3834,164,0
3835,151,0
3836,114,0
3837,138,0
3838,205,0
3839,173,0
3840,159,0
3841,195,3
3842,350,0
3843,343,6
3844,239,0
3845,312,15
3846,76,4
3847,182,0
3848,0,0
3849,77,0
3850,241,0
3851,25,0
3852,0,0
3853,151,0
3854,296,37
3855,538,0
3856,123,0
3857,0,0
3858,182,0
3859,345,0
3860,109,0
3861,161,0
3862,120,0
3863,157,0
3864,139,0
3865,69,0
3866,200,0
3867,201,3
3868,285,0
3869,194,0
3870,283,0
3871,187,0
3872,183,0
3873,212,10
3874,117,0
3875,207,0
3876,250,0
3877,128,0
3878,262,16
3879,183,0
3880,225,0
3881,399,0
3882,373,0
3883,224,12
3884,455,0
3885,444,13
3886,218,6
3887,315,30
3888,218,0
3889,115,0
3890,54,0
3891,52,0
3892,166,0
3893,6,0
3894,58,0
3895,148,2
3896,116,0
3897,345,0
3898,156,0
3899,59,0
3900,126,0
3901,128,0
3902,738,0
3903,37,0
3904,72,0
3905,114,4
3906,83,0
3907,0,0
3908,322,0
3909,7,7
3910,126,0
3911,166,0
3912,56,0
3913,84,0
3914,81,0
3915,93,0
3916,194,0
3917,144,0
3918,150,0
3919,159,10
3920,58,0
3921,189,0
3922,167,11
3923,75,0
3924,226,0
3925,385,15
3926,171,0
3927,190,0
3928,215,0
3929,69,22
3930,31,3
3931,370,0
3932,221,0
3933,436,1
3934,459,0
3935,556,1
3936,434,0
3937,438,0
3938,188,0
3939,103,0
3940,356,0
3941,117,5
3942,148,0
3943,117,0
3944,128,0
3945,0,0
3946,263,0
3947,628,0
3948,152,0
3949,225,0
3950,71,0
3951,120,0
3952,30,0
3953,108,0
3954,191,0
3955,31,0
3956,210,8
3957,209,4
3958,276,0
3959,64,0
3960,365,0
3961,342,0
3962,199,4
3963,163,0
3964,240,0
3965,181,0
3966,0,0
3967,190,0
3968,103,0
3969,180,0
3970,80,0
3971,161,0
3972,112,0
3973,100,0
3974,85,0
3975,124,0
3976,90,0
3977,125,0
3978,193,0
3979,3,0
3980,119,0
3981,108,0
3982,90,0
3983,95,0
3984,357,0
3985,117,0
3986,178,0
3987,94,0
3988,277,669
3989,2,0
3990,82,0
3991,34,0
3992,0,123
3993,0,1387
3994,0,874
3995,0,620
3996,10,846
3997,128,0
3998,181,0
3999,96,0
4000,202,0
4001,211,0
4002,17,0
4003,142,0
4004,161,0
4005,126,0
4006,142,0
4007,118,6
4008,72,0
4009,62,0
4010,209,0
4011,196,0
4012,205,5
4013,57,0
4014,144,0
4015,88,0
4016,72,0
4017,128,0
4018,99,0
4019,156,0
4020,130,0
4021,183,0
4022,160,0
4023,95,0
4024,163,6
4025,165,0
4026,241,0
4027,150,0
4028,114,5
4029,0,0
4030,110,0
4031,140,0
4032,420,68
4033,352,0
4034,28,0
4035,231,0
4036,303,0
4037,0,0
4038,167,6
4039,71,0
4040,80,0
4041,0,0
4042,0,0
4043,447,0
4044,0,0
4045,65,0
4046,162,0
4047,146,3
4048,244,0
4049,140,0
4050,148,0
4051,0,0
4052,162,0
4053,60,0
4054,88,0
4055,137,0
4056,349,0
4057,135,0
4058,74,0
4059,107,0
4060,66,0
4061,118,0
4062,88,0
4063,69,0
4064,71,0
4065,127,0
4066,0,0
4067,131,0
4068,191,0
4069,106,0
4070,0,0
4071,39,0
4072,53,0
4073,148,0
4074,68,0
4075,84,0
4076,97,0
4077,156,0
4078,7,0
4079,348,0
4080,5,0
4081,0,0
4082,232,0
4083,157,0
4084,143,0
4085,0,0
4086,168,0
4087,0,0
4088,3,0
4089,64,0
4090,101,0
4091,137,0
4092,107,0
4093,141,0
4094,202,0
4095,116,0
4096,175,0
4097,22,0
4098,149,0
4099,171,0
4100,132,0
4101,252,0
4102,154,0
4103,133,0
4104,138,0
4105,0,0
